flags,utterance,category,intent
BMZ,I want to now if i can get some invoices,INVOICES,get_invoice
BIL,can you tell me where to check my package?,ORDER,track_order
BL,I want to know if I can track my delivery,ORDER,track_order
BIL,can I notify a problem with my payment?,PAYMENT,payment_issue
BILQC,"I get an error message when I try to make a payment with card, what do I have to do?",PAYMENT,payment_issue
BIPQDW,can u ask an agent where i could file a fucking complaint?,FEEDBACK,complaint
BMLC,"I want to track my shipments, tell me how I can do it",ORDER,track_order
BILC,"the event was postponed, can I obtain a reimbursement?",REFUNDS,get_refund
BL,where to modify my shipping address,SHIPPING,change_shipping_address
BIPLQD,could u ask an agent where to report a problem paying?,PAYMENT,payment_issue
BIL,what's the mail address of Customer Support?,CONTACT,contact_customer_service
BILQC,"i got an error when i attempted to make a payment, but i was charged anyway, can u report it?",PAYMENT,payment_issue
BICZ,"you aren't helping, acn I contact a human agent?",CONTACT,contact_human_agent
BILC,"my profile's been hacked, how do I recover it?",ACCOUNT,recover_password
BILQCZ,"i havet got a user account, how can i open one?",ACCOUNT,create_account
BILQ,where can I view the cancellation penalty?,CANCELLATION_FEE,check_cancellation_fee
BILC,"i want to see your reimbursement policy, what should i do?",REFUNDS,check_refund_policy
BLC,"the concert was cancelled, request a reimbursement",REFUNDS,get_refund
BLQC,"I have an issue making a payment with card, report it",PAYMENT,payment_issue
BILC,"I want information, can you send an email to Customer Support?",CONTACT,contact_customer_service
BIQD,can u ask an agent if i can check the status of my order?,ORDER,track_order
BIPMLQD,"could you ask an agent if I could check my shipments, please?",ORDER,track_order
BLQC,"i need information, send an email to client service",CONTACT,contact_customer_service
BIPDW,"can you ask an agent what the fucking email address of Customer Service is, please?",CONTACT,contact_customer_service
BSL,I want information about obtaining a bill,INVOICES,get_invoice
BILC,"I don't want my online account, how can I remove it?",ACCOUNT,delete_account
BILC,"i want to solve a payment problem, what should i do?",PAYMENT,payment_issue
BSLQ,I need help making changes to the information on my profile,ACCOUNT,edit_account
BSLQC,"I ordered something, I need help changing my purchase",ORDER,change_order
BILC,"I got an error when I tried to make a payment, but I was charged anyway, how do I report it?",PAYMENT,payment_issue
BL,where to write an opinion,FEEDBACK,review
BIPLQD,could u ask an agent where to see their money back guarantee?,REFUNDS,check_refund_policy
BIL,can you tell me what the hours of Client Service are?,CONTACT,contact_customer_service
BLD,ask an agent if i can remove my online account,ACCOUNT,delete_account
BIL,can you show me information about your money back policy?,REFUNDS,check_refund_policy
BQC,"i lost my password, help me recover it",ACCOUNT,recover_password
BILZ,csn you contact a human?,CONTACT,contact_human_agent
BILQC,"I bought a product, what should I do to change my purchase?",ORDER,change_order
BC,"I don't understand you, help me contact a human agent",CONTACT,contact_human_agent
BILQ,where do I write an opinion?,FEEDBACK,review
BL,an error message pops when I try to pay for my online order,PAYMENT,payment_issue
BLQC,"I need a reimbursement, help me request one",REFUNDS,get_refund
