flags,utterance,category,intent
BM,I want to report issues with my payment,PAYMENT,payment_issue
BML,i want to know if i can download some bills,INVOICES,get_invoice
BIL,how can I see a bill?,INVOICES,get_invoice
BLQ,I want to see the mail address to contact Customer Service,CONTACT,contact_customer_service
BILC,"I got an error message when I tried to pay, but I was charged anyway, what should I do?",PAYMENT,payment_issue
BILQC,"the event was cancelled, what should I do to get a reimbursement?",REFUNDS,get_refund
BILC,"an error message pops when I try to pay for my online order, what do I have to do?",PAYMENT,payment_issue
BILZ,how can I send an email to Cutsomer Support?,CONTACT,contact_customer_service
BILQC,"i have a problem making a payment with card, what can i do?",PAYMENT,payment_issue
BI,how do I delete my account?,ACCOUNT,delete_account
BILC,"I'm happy with the service, how do I file a comment?",FEEDBACK,review
BMLQD,ask an agent to notify issues with my payment,PAYMENT,payment_issue
BISL,what can you tell me about downloading a bill?,INVOICES,get_invoice
BIL,when will I get a reimbursement?,REFUNDS,get_refund
BIPMD,"could you ask an agent if I could check my invoice, please?",INVOICES,check_invoices
BILC,"I have a question, how can I speak with Customer Service?",CONTACT,contact_customer_service
BML,I want to know if I can create more than one user account with a single email address,ACCOUNT,create_account
BILQC,"I have an issue when trying to make a payment, can I report it?",PAYMENT,payment_issue
BILQCZ,"I have no profile, how od I create one?",ACCOUNT,create_account
BILCZ,"I want to inform of a problem poaying, can you help me?",PAYMENT,payment_issue
BILC,"I'm discontent with the service, what should I do to file a complaint?",FEEDBACK,complaint
BILCZ,"I have  an issue paying with card, can you inform of it?",PAYMENT,payment_issue
BIPLCZ,"I lost my acocunt passweord, could you recover it, please?",ACCOUNT,recover_password
BILC,"I need a reimbursement, what should I do to get one?",REFUNDS,get_refund
BIMSLQC,"I didn't receive my invoice, what can I do to see it?",INVOICES,check_invoices
BMLZ,where to informof paynent problems,PAYMENT,payment_issue
BIC,"my account was hacked, can you recover it?",ACCOUNT,recover_password
BILC,"i have a problem paying for my order, what should i do to notify it?",PAYMENT,payment_issue
BIPMD,"please, could you ask an agent how I can report payment issues?",PAYMENT,payment_issue
BLQD,ask an agent how to lodge a complaint,FEEDBACK,complaint
BILQ,how can i write an opinion for a service?,FEEDBACK,review
BIC,"I'm not happy with the service, can you file a complaint?",FEEDBACK,complaint
BL,where to close my user account,ACCOUNT,delete_account
BIQC,"I want to track my refund, what can I do?",REFUNDS,track_refund
BILQDZ,can u askm an agent to delete my profile?,ACCOUNT,delete_account
BIM,where can I report issues with my payment?,PAYMENT,payment_issue
BLQC,i dont like the service and i wanna make a complaint,FEEDBACK,complaint
BLQC,"I want to modify my purchase, tell me how to do it",ORDER,change_order
BMLQ,"I want to obtain some bills, can you give me some information?",INVOICES,get_invoice
BIQ,how can I check the status of my refund?,REFUNDS,track_refund
BL,where to cancel my user account,ACCOUNT,delete_account
BMSC,"I can't find my invoice, check it",INVOICES,check_invoices
