flags,utterance,category,intent
BI,can you tell me about my invoices?,INVOICES,check_invoices
BLC,"I have an issue making a payment, I need help notifying it",PAYMENT,payment_issue
BL,help me solve a problem with my payment,PAYMENT,payment_issue
BIL,how can I see the status of my refund?,REFUNDS,track_refund
BIPLQWC,"id like information, what should i do to call fucking customer support?",CONTACT,contact_customer_service
BIL,how do I notify an issue with my payment?,PAYMENT,payment_issue
BPMLQDW,"please, ask an agent if I could check my fucking packages",ORDER,track_order
BILQC,"I have a problem when trying to pay for my online order, what can I do to report it?",PAYMENT,payment_issue
BIMC,"I want to check cancellation fees, can you help me?",CANCELLATION_FEE,check_cancellation_fee
BILQC,"i wanna view my bills, can u help me?",INVOICES,check_invoices
BIPLC,"I'd like to remove my user account, how could I do it?",ACCOUNT,delete_account
BLC,"i have a problem making a payment, i need help informing of it",PAYMENT,payment_issue
BSLC,"I don't have an account, I need help registering",ACCOUNT,create_account
BIL,can you tell me how to request an invoice?,INVOICES,get_invoice
BIQC,"I want to know the status of my refund, how do I track it?",REFUNDS,track_refund
BML,help me view my bill,INVOICES,check_invoices
BILQC,"I want information, can I speak with Client Service?",CONTACT,contact_customer_service
BILC,"i get an error message when i attempt to pay for my online order, what can i do?",PAYMENT,payment_issue
BILQC,"I want to notify a problem making a payment, what can I do?",PAYMENT,payment_issue
BILC,"someone stole my account password, can you recover it?",ACCOUNT,recover_password
BLQCZ,"I want a user account , open one",ACCOUNT,create_account
BIQD,can u ask an agent how to recover my password?,ACCOUNT,recover_password
BC,"I forgot my password, help me recover it",ACCOUNT,recover_password
BLQC,i ordered an item and I wanna modify my order,ORDER,change_order
BLQ,i wanna make changes to my profile,ACCOUNT,edit_account
BIC,"I got an error when I tried to pay, but my card was charged anyway, what do I have to do?",PAYMENT,payment_issue
BLC,"I can't understand you, contact a human",CONTACT,contact_human_agent
BSLC,"I want to use my other user account, I need help changing them",ACCOUNT,switch_account
BPSLQ,"i need help sending an email to customer service, please",CONTACT,contact_customer_service
BLQC,I have an issue when trying to pay for my online order and I want to inform of it,PAYMENT,payment_issue
BILC,"I have no user account, can I create one?",ACCOUNT,create_account
BL,help me see the status of my refund,REFUNDS,track_refund
BSQC,"I need information, I need help contacting Customer Service",CONTACT,contact_customer_service
BILCZ,"I don't understand you, can you talk to a petson?",CONTACT,contact_human_agent
BLC,I'm discontent with the service and I want to make a complaint,FEEDBACK,complaint
BILQCZ,"i wantto make a comment, what do i have to do?",FEEDBACK,review
BLC,"i have a problem paying with card, notify it",PAYMENT,payment_issue
BL,I want to know if I can create two online accounts with the same email,ACCOUNT,create_account
BILQC,"i bought a product, how can i change my purchase?",ORDER,change_order
BL,I want to know where to check my delivery,ORDER,track_order
BILCZ,"I got an error when I tried tol pay, but my card was charged anyway, can you inform of it?",PAYMENT,payment_issue
BSLQC,"i have no online account, i need help opening one",ACCOUNT,create_account
BILCZ,"I want to see the staus of my purchase, what do I have to do?",ORDER,track_order
BILQC,"my profile was hacked, how can I get it back?",ACCOUNT,recover_password
BILC,"I'm happy with the service, what can I do to lodge an opinion?",FEEDBACK,review
BIPLQW,"can you tell me if i can register several fucking profiles with a single email, please?",ACCOUNT,create_account
BILC,"I get an error when I try to make a payment for my order, can you help me?",PAYMENT,payment_issue
