flags,utterance,category,intent
BILQ,can I create several user accounts with a single email?,ACCOUNT,create_account
BIL,can you give me information about the status of my reimbursement?,REFUNDS,track_refund
BL,how to obtain a bill,INVOICES,get_invoice
BILCZ,"thje game was postponed, can you help me?",REFUNDS,get_refund
BILQ,can you tell me what the free number to contact customer support is?,CONTACT,contact_customer_service
BLQD,ask an agent how to solve an issue making a payment,PAYMENT,payment_issue
BIL,where can I make changes to my shipping address?,SHIPPING,change_shipping_address
BILQC,"i cant understand you, can u contact a human?",CONTACT,contact_human_agent
BLCZ,"I want to reeceive the newsletter, tell me where I can do it",NEWSLETTER,newsletter_subscription
BILQC,"I bought an item, how do I change my purchase?",ORDER,change_order
BILC,"I have an issue when trying to make a payment, what can I do?",PAYMENT,payment_issue
BIL,can you speak with Client Service?,CONTACT,contact_customer_service
B,tell me if I get a full refund in case I cancel my ticket,REFUNDS,check_refund_policy
BLQD,ask an agent about the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee
BILQZ,can I leave anm opinion?,FEEDBACK,review
BML,I want to know if I can own several online accounts,ACCOUNT,create_account
BMLZ,"I want to see some invoices , tell me how I can do it",INVOICES,get_invoice
BIL,where can I write a review?,FEEDBACK,review
BIWC,"my fucking account was hacked, what can i do?",ACCOUNT,recover_password
BIPLD,"can you ask an agent if I could notify a problem making a payment, please?",PAYMENT,payment_issue
BSL,I need help viewing your payment methods,PAYMENT,check_payment_methods
BIPLD,can you ask an agent how I could notify a payment issue?,PAYMENT,payment_issue
BIPMLDZ,could you ask an agent where I ca check my orders?,ORDER,track_order
BSLQZ,I need help opening  an account,ACCOUNT,create_account
BILC,"I don't have a user account, can I register?",ACCOUNT,create_account
BQC,my account was hacked and i wanna recover it,ACCOUNT,recover_password
BILCZ,"I want to submit a comment for a service, what shouldI do ?",FEEDBACK,review
BILQC,"my account's been hacked, what should I do?",ACCOUNT,recover_password
BQC,I have no account and I want to create one,ACCOUNT,create_account
BMLQ,I want to know if I can register more than one user account with the same email,ACCOUNT,create_account
BLD,ask an agent how I can track my package,ORDER,track_order
