flags,utterance,category,intent
BIC,"I can't pay, can you help me?",PAYMENT,payment_issue
BILQC,"the event was cancelled, how do i request a reimbursement?",REFUNDS,get_refund
BISL,what can you tell me about obtaining a bill?,INVOICES,get_invoice
BILC,"I changed my mind, how do I close my profile?",ACCOUNT,delete_account
BLQC,the game was postponed and i wanna obtain a reimbursement,REFUNDS,get_refund
BIPL,"can you tell me how I could modify my order, please?",ORDER,change_order
BILEQC,"u are not helping, can u talk to a human?",CONTACT,contact_human_agent
BIL,can you tell me how to change my purchase?,ORDER,change_order
BILC,"I don't have an account, can you register?",ACCOUNT,create_account
BIL,can you tell me what the mail address of the Customer Support is?,CONTACT,contact_customer_service
BL,where to see a bill,INVOICES,get_invoice
BPLW,"please, I want to know if I can create several fucking user accounts with the same email address",ACCOUNT,create_account
BILQ,how do I view the ticket delivery options?,DELIVERY,delivery_options
BILC,"I changed my mind, what should I do to close my account?",ACCOUNT,delete_account
BPQD,ask an agent if theres a newsletter i could subscribe to,NEWSLETTER,newsletter_subscription
BIC,"I don't understand you, how can I contact a human agent?",CONTACT,contact_human_agent
BILQC,"I purchased something, what can I do to change my order?",ORDER,change_order
BLQC,"I got an error when I tried to pay, but I was charged anyway, help me notify it",PAYMENT,payment_issue
BMLC,"I want to check my orders, tell me how I can do it",ORDER,track_order
BLQCZ,"i dot understand you, help me contact someone",CONTACT,contact_human_agent
BIC,"I don't understand you, what can I do to contact a human agent?",CONTACT,contact_human_agent
BSLZ,i need help viewwing your money back guarantee,REFUNDS,check_refund_policy
BIPLD,could you ask an agent where I could report an issue paying?,PAYMENT,payment_issue
BMLQC,"I wanna track my shipments, tell me where I can do it",ORDER,track_order
BILC,"I got an error message when I tried to pay, but I was charged anyway, can you report it?",PAYMENT,payment_issue
BLQCZ,i havd a question and i wanna speak with customert support,CONTACT,contact_customer_service
BIMLQ,how can I report issues making a payment?,PAYMENT,payment_issue
BIEQC,"u are not helping, how do i contact a human agent?",CONTACT,contact_human_agent
BIPD,"can you ask an agent how I could edit the information on my profile, please?",ACCOUNT,edit_account
BIL,how can I create a profile?,ACCOUNT,create_account
BILQD,can u ask an agent to remove my profile?,ACCOUNT,delete_account
BILC,"an error pops when I attempt to pay, what can I do?",PAYMENT,payment_issue
BLC,"I'm happy with the service, submit an opinion",FEEDBACK,review
BIQC,"i need an account, what do i have to do to create one?",ACCOUNT,create_account
BIML,where do I inform of problems making a payment?,PAYMENT,payment_issue
BILQCZ,"i cant understand you , how can i speak with a human?",CONTACT,contact_human_agent
BILC,"I changed my mind, how can I close my user account?",ACCOUNT,delete_account
BLQC,"i got an error when i attempted to make a payment, but my card was charged anyway, report it",PAYMENT,payment_issue
BIPLQDW,could u ask an agent how to inform of a fucking issue paying?,PAYMENT,payment_issue
BIL,how can I view the cancellation penalty?,CANCELLATION_FEE,check_cancellation_fee
BSLC,"you're not helping, I need help talking to a human",CONTACT,contact_human_agent
BIMSLC,"I can't find my bill, can you view it?",INVOICES,check_invoices
BIPSLQDW,"do you mind asking an agent where I can see a fucking invoice, please?",INVOICES,get_invoice
BLQC,I have an issue making a payment and I want to notify it,PAYMENT,payment_issue
BIPLQ,how could i view your payment options?,PAYMENT,check_payment_methods
BIL,where do I see an invoice?,INVOICES,get_invoice
BLQ,I want to know what the mail to contact Customer Service is,CONTACT,contact_customer_service
BL,I want to know if I can track my shipment,ORDER,track_order
BML,tell me if i can see some invoices,INVOICES,get_invoice
BILQC,"the game was cancelled, what can i do to request a refund?",REFUNDS,get_refund
BILC,"I don't want my online account, how do I cancel it?",ACCOUNT,delete_account
BIPLEC,"I would like to view the status of my refund, could you help me, please?",REFUNDS,track_refund
BILQCZ,"i lost my account password , can i retrieve it?",ACCOUNT,recover_password
BIML,where can I report payment problems?,PAYMENT,payment_issue
BLC,"I'm happy with the service, make a comment",FEEDBACK,review
BIC,"someone stole my password, how do I recover it?",ACCOUNT,recover_password
BIPLD,could you ask an agent how I could view the status of my purchase?,ORDER,track_order
BSLQC,i lost my bills and i wanna check them,INVOICES,check_invoices
BILQC,"I want to know the status of my reimbursement, how can I track it?",REFUNDS,track_refund
BIL,can you tell me how to know where my package is?,ORDER,track_order
BL,I have issues registering,ACCOUNT,registration_problems
BL,how to notify a payment issue,PAYMENT,payment_issue
BIPLQC,"i want to check your money back policy, can u help me, please?",REFUNDS,check_refund_policy
BL,I want to know if I can register several accounts with the same email address,ACCOUNT,create_account
BILQC,"I need information, how can I send an email to Customer Support?",CONTACT,contact_customer_service
BSL,I want to request information about seeing a bill,INVOICES,get_invoice
BILQ,can you tell me if I can see a bill?,INVOICES,get_invoice
BILC,"I can't understand you, how can I speak with someone?",CONTACT,contact_human_agent
BSLQ,I need help viewing the status of my reimbursement,REFUNDS,track_refund
BIML,how do I see the cancellation penalties?,CANCELLATION_FEE,check_cancellation_fee
BLQC,I have a problem when trying to pay with card and I want to notify it,PAYMENT,payment_issue
BIPLWC,"I'd like to create a fucking profile, what should I do?",ACCOUNT,create_account
BILQCZ,"I hjave  no online account, what should I do to open one?",ACCOUNT,create_account
BILQ,can you tell me what the phone number to contact client service is?,CONTACT,contact_customer_service
BILC,"my user account's been hacked, what do I have to do to recover it?",ACCOUNT,recover_password
BSLQ,I need help writing a review for a service,FEEDBACK,review
BIL,where can I close my profile?,ACCOUNT,delete_account
BSL,I need help switching to another user account,ACCOUNT,switch_account
BMSQ,I need help solving issues with my payment,PAYMENT,payment_issue
BQD,ask an agent to check my invoices,INVOICES,check_invoices
BPMD,"ask an agent where I can report issues with my payment, please",PAYMENT,payment_issue
BSLQ,I want to know about receiving the newsletter,NEWSLETTER,newsletter_subscription
BIPLDW,"please, could you ask an agent if I could get a fucking bill?",INVOICES,get_invoice
BIMSLQC,"i can't find my bill, how do i check it?",INVOICES,check_invoices
BLC,"I'm happy with the service, help me lodge a review",FEEDBACK,review
BIML,can you tell me if I can check my orders?,ORDER,track_order
BILQD,can u ask an agent if you have a newsletter to keep me informed?,NEWSLETTER,newsletter_subscription
B,how to file a complaint for a service,FEEDBACK,complaint
BLQ,i want to notify a payment issue,PAYMENT,payment_issue
BLZ,i want to know if i can create two profiles with a single emal address,ACCOUNT,create_account
BIMDW,can you ask an agent how I can report fucking issues with my payment?,PAYMENT,payment_issue
BSC,"I'm not happy with the service, I need help filing a complaint",FEEDBACK,complaint
BIQC,"i havent got an account, how do i create one?",ACCOUNT,create_account
BIL,can you tell me if i can check my delivery?,ORDER,track_order
BIZ,where can I change yo anothyer account?,ACCOUNT,switch_account
BSLZ,I need  help speaking with Customer Service,CONTACT,contact_customer_service
BILQC,"I want information, what should I do to speak with Customer Service?",CONTACT,contact_customer_service
BILC,"I have a question, how can I contact Customer Support?",CONTACT,contact_customer_service
BL,tell me what the mail of the Customer Service is,CONTACT,contact_customer_service
BI,how do I file a complaint for a service?,FEEDBACK,complaint
