flags,utterance,category,intent
BILQC,"the show was cancelled, what should I do to get a refund?",REFUNDS,get_refund
BIPLD,"could you ask an agent how I could view my invoices, please?",INVOICES,check_invoices
BLQZ,I wannaa know where I can download an invoice,INVOICES,get_invoice
BLQZ,"I want to request an invoice, telol me where I can do it",INVOICES,get_invoice
BIL,can you tell me the email of the Client Service?,CONTACT,contact_customer_service
BI,where do I check the options for delivery?,DELIVERY,delivery_options
BIPLWZ,"could youobtain a fucking bill, please?",INVOICES,get_invoice
BILC,"I purchased an item, what can I do to change my purchase?",ORDER,change_order
BILC,"I got an error message when I attempted to make a payment, but I was charged anyway, what should I do?",PAYMENT,payment_issue
BLQD,ask an agent how i can cancel my account,ACCOUNT,delete_account
BIPL,where could i write an opinion for a service?,FEEDBACK,review
BLQC,the game was postponed and i wanna request a reimbursement,REFUNDS,get_refund
BPMSLQ,id like to ask for information about getting some bills,INVOICES,get_invoice
BPLWC,I have a question and I'd like to send an email to fucking Client Service,CONTACT,contact_customer_service
BL,I want to know where to track my delivery,ORDER,track_order
BMSLZ,I want to get information baout seeing some bills,INVOICES,get_invoice
BIPLQD,"please, can u ask an agent how i can leave an opinion for a service?",FEEDBACK,review
BILQ,can I call Customer Support?,CONTACT,contact_customer_service
BL,help me solve a problem making a payment,PAYMENT,payment_issue
BILQ,where can i see your payment methods?,PAYMENT,check_payment_methods
BILZ,ccan you check the status of my purchase?,ORDER,track_order
BILC,"I want to view the ticket delivery options, what do I have to do?",DELIVERY,delivery_options
BIC,"I don't have an account, how do I create one?",ACCOUNT,create_account
BIMLQD,can u ask an agent how to inform of problems making a payment?,PAYMENT,payment_issue
BML,I have an issue creating an account,ACCOUNT,registration_problems
BL,where to make a consumer complaint,FEEDBACK,complaint
BPMSLQ,"i need help notifying problems making a payment, please",PAYMENT,payment_issue
BLQC,"I have an issue when trying to make a payment with card, help me notify it",PAYMENT,payment_issue
BILC,"I have a problem paying with card, how can I report it?",PAYMENT,payment_issue
BILQD,can u ask an agent where to notify an issue with my payment?,PAYMENT,payment_issue
BPMLDW,"please, ask an agent to inform of fucking issues with my payment",PAYMENT,payment_issue
