flags,utterance,category,intent
BL,speak with Customer Service,CONTACT,contact_customer_service
BIL,how do I see the status of my reimbursement?,REFUNDS,track_refund
BIPLEC,"I am not happy with the service, could you submit a consumer complaint?",FEEDBACK,complaint
BMLQ,i wanna check my packages,ORDER,track_order
BMLQZ,tell me ifI can get some bills,INVOICES,get_invoice
BLDZ,ask an gaent where i can remove my profile,ACCOUNT,delete_account
BIPLDW,"can you ask an agent where I can notify a fucking issue making a payment, please?",PAYMENT,payment_issue
BIC,"I want to check my invoices, what should I do?",INVOICES,check_invoices
B,where can I see your refund policy?,REFUNDS,check_refund_policy
BC,I'm happy with the service and I want to file a review,FEEDBACK,review
BPL,"please, show me the mail to contact Customer Service",CONTACT,contact_customer_service
BPMLQDZ,"please, ask an agent how I can solve rpoblems with my payment",PAYMENT,payment_issue
BLC,I have an issue when trying to pay and I want to inform of it,PAYMENT,payment_issue
BILQC,"the transfer was declined, what can i do?",PAYMENT,payment_issue
BLQC,"I want to know the status of my reimbursement, track it",REFUNDS,track_refund
BLQC,"i havent got an online account, help me open one",ACCOUNT,create_account
BLC,"the game was cancelled, obtain a refund",REFUNDS,get_refund
BIQCZ,"i needd a refund, can  help me?",REFUNDS,get_refund
BIMLQD,can u ask an agent if i can download some bills?,INVOICES,get_invoice
BILC,"my account's been hacked, can I recover it?",ACCOUNT,recover_password
BML,where to view my invoice,INVOICES,check_invoices
BILC,"I'm discontent with the service, can you make a consumer complaint?",FEEDBACK,complaint
BILZ,can you tll me how I can modify my order?,ORDER,change_order
BILQC,"i wanna get a reimbursement, what can i do?",REFUNDS,get_refund
BIMLQ,can I check my orders?,ORDER,track_order
BL,I want to see the free phone number to contact Customer Support,CONTACT,contact_customer_service
BILC,"I got an error message when I tried to pay, but I was charged anyway, what do I have to do?",PAYMENT,payment_issue
BSC,"I can't find my invoices, I need help checking them",INVOICES,check_invoices
BILQC,"i got an error when i tried to pay, but my card was charged anyway, what should i do to notify it?",PAYMENT,payment_issue
BILCZ,"I get an error message when I attempt to paywith card, what should I  do?",PAYMENT,payment_issue
BL,I want to see the email of the Customer Service,CONTACT,contact_customer_service
BILQC,"I got an error when I tried to pay, but my card was charged anyway, can I inform of it?",PAYMENT,payment_issue
BSLQC,"my account's been hacked, i need help getting it back",ACCOUNT,recover_password
BILQD,can u ask an agent how to inform of a payment problem?,PAYMENT,payment_issue
BILQ,can u show me the phone number to contact customer support?,CONTACT,contact_customer_service
