flags,utterance,category,intent
BMSL,I want to ask for information about obtaining some bills,INVOICES,get_invoice
BMLQZ,"I want to request some invoices, tell em how I can do it",INVOICES,get_invoice
BL,"I want to obtain a bill, can you give me some information?",INVOICES,get_invoice
BIL,where do I track my purchase?,ORDER,track_order
BIPMLQD,could u ask an agent if I could track my packages?,ORDER,track_order
BILC,"I haven't got an online account, what can I do to open one?",ACCOUNT,create_account
BMLQD,ask an agent if i can see some invoices,INVOICES,get_invoice
BL,my online account was hacked,ACCOUNT,recover_password
BILC,"I can't understand you, what should I do to contact someone?",CONTACT,contact_human_agent
BL,I want to know if I can see an invoice,INVOICES,get_invoice
BIL,can you show me the options for delivery?,DELIVERY,delivery_options
BMSLQC,I didn't receive my invoice and I want to view it,INVOICES,check_invoices
BIPLQDW,"could u ask an agent where i can see their fucking payment methods, please?",PAYMENT,check_payment_methods
BL,I want to speak with a human,CONTACT,contact_human_agent
BML,I want to request some bills,INVOICES,get_invoice
BIL,is Customer Support available?,CONTACT,contact_customer_service
BLQC,"I need information, help me send an email to Customer Service",CONTACT,contact_customer_service
BIMLQ,how do I see my bill?,INVOICES,check_invoices
BILQC,"i want information, how can i speak with client service?",CONTACT,contact_customer_service
BIPMLEQ,"I would like to download some invoices, can you tell me how I can do it?",INVOICES,get_invoice
BQCZ,i want a account and i wanna create one,ACCOUNT,create_account
BILQC,"i bought an item, how do I modify my purchase?",ORDER,change_order
B,help me file a complaint for a service,FEEDBACK,complaint
BLC,"my profile was hacked, help me recover it",ACCOUNT,recover_password
BILC,"I got an error message when I tried to make a payment, but my card was charged anyway, what do I have to do to inform of it?",PAYMENT,payment_issue
BIL,is my package on its way?,ORDER,track_order
BIPL,"please, could you show me information about the email address of the Customer Support?",CONTACT,contact_customer_service
BILC,"I'm not happy with the service, how can I submit a complaint?",FEEDBACK,complaint
BIPLWC,"I want to make a fucking complaint, could you help me?",FEEDBACK,complaint
BILQWC,"i want to submit a fucking comment for a service, what should i do?",FEEDBACK,review
BIPLDW,"can you ask an agent when I will get a fucking reimbursement, please?",REFUNDS,get_refund
BIL,where can I view the status of my order?,ORDER,track_order
BILC,"you aren't helping, can you speak with someone?",CONTACT,contact_human_agent
BILC,"I don't want my profile, how can I remove it?",ACCOUNT,delete_account
BIC,"the payment failed, can you help me?",PAYMENT,payment_issue
BIPDW,"please, can you ask an agent how I could get a fucking refund?",REFUNDS,get_refund
BQC,I made a mistake and I want to change my order,ORDER,change_order
BLQC,i have a problem making a payment with card and i wanna inform of it,PAYMENT,payment_issue
BIS,what information do you have about changing my order?,ORDER,change_order
BILQD,can u ask an agent to show me their payment methods?,PAYMENT,check_payment_methods
BIL,can you tell me how to download a bill?,INVOICES,get_invoice
BILQC,"an error message pops when i try to pay for my order, can u help me?",PAYMENT,payment_issue
BILQC,"i dont have a shipping address, can i set one up?",SHIPPING,set_up_shipping_address
BILQC,"i wanna change my purchase, can you tell me where I can do it?",ORDER,change_order
BILCZ,"I got a error when I tried to make a payment, but I was charged anyway, what should I do?",PAYMENT,payment_issue
BI,what's the delivery period for my ticket?,DELIVERY,delivery_period
BLQC,I have a problem paying for my online order and I want to report it,PAYMENT,payment_issue
BILQD,can u ask an agent how i can make a complaint?,FEEDBACK,complaint
BILC,"I ordered a product, what can i do to change my purchase?",ORDER,change_order
BILC,"I don't want my user account, what do I have to do to cancel it?",ACCOUNT,delete_account
BIL,can you tell me what the number to contact Customer Service is?,CONTACT,contact_customer_service
BLD,ask an agent how to call client service,CONTACT,contact_customer_service
BIQD,can u ask an agent where to file a complaint?,FEEDBACK,complaint
BIL,how can I download a bill?,INVOICES,get_invoice
BIPLEC,"I would like to report an issue making a payment, what can I do?",PAYMENT,payment_issue
BILZ,how do I fiel a consumer complaint?,FEEDBACK,complaint
BIL,can you tell me how I can check my package?,ORDER,track_order
BMQD,ask an agent if i can report payment issues,PAYMENT,payment_issue
BLQCZ,"I have a problem  when trying to pay for my online order, report it",PAYMENT,payment_issue
BILQCZ,"i need an account, can u open one ?",ACCOUNT,create_account
BLC,"I have a problem paying for my order, notify it",PAYMENT,payment_issue
BIPLQD,"could u ask an agent how i could view the options for delivery, please?",DELIVERY,delivery_options
BILQCZ,"ive got no account, can u  registee?",ACCOUNT,create_account
BMLDW,ask an agent how to report fucking payment problems,PAYMENT,payment_issue
BILC,"i have a problem when trying to make a payment, can i notify it?",PAYMENT,payment_issue
BILC,"I've got no online account, what do I have to do to open one?",ACCOUNT,create_account
BL,where to notify a payment issue,PAYMENT,payment_issue
BQD,ask an agent to place an order,ORDER,place_order
BIL,what's the free number of Customer Service?,CONTACT,contact_customer_service
BICZ,"I want to report a payment iossue, what do I have to do?",PAYMENT,payment_issue
BILQC,"I have an issue making a payment, what should I do to report it?",PAYMENT,payment_issue
BILEC,"i am happy with the service, how do i submit a comment?",FEEDBACK,review
BMLQ,I want to know how soon I can expect my tickets to arrive,DELIVERY,delivery_period
BISLC,"I can't find my invoices, can I view them?",INVOICES,check_invoices
BILQZ,how dl i view your payment methods?,PAYMENT,check_payment_methods
BILC,"I have no user account, what should I do to register?",ACCOUNT,create_account
BILQC,"the event was cancelled, can I obtain a reimbursement?",REFUNDS,get_refund
BIQC,"I lost my password, what do I have to do to recover it?",ACCOUNT,recover_password
BPL,"please, i want to know how I could request an invoice",INVOICES,get_invoice
