flags,utterance,category,intent
BILCZ,"I can't understand you, can you talk to a human agtent?",CONTACT,contact_human_agent
BILC,"the show was postponed, what can I do to request a reimbursement?",REFUNDS,get_refund
BIC,"i need information, how do i contact customer service?",CONTACT,contact_customer_service
BIPLC,"I have a problem when trying to make a payment, could I report it?",PAYMENT,payment_issue
BLQC,"i have a problem when trying to pay, report it",PAYMENT,payment_issue
BILC,"the show was cancelled, how do i obtain a refund?",REFUNDS,get_refund
BPLDW,"ask an agent how i could make a fucking complaint for a service, please",FEEDBACK,complaint
BILC,"you aren't helping, what should I do to speak with a person?",CONTACT,contact_human_agent
BML,how to obtain some invoices,INVOICES,get_invoice
BIPLQD,"please, can u ask an agent what the hours of client service are?",CONTACT,contact_customer_service
BILQC,"you arent helping, what should i do to talk to a person?",CONTACT,contact_human_agent
BLQ,I want to know if you have a newsletter to keep me informed,NEWSLETTER,newsletter_subscription
BILQC,"I have a problem making a payment with card, can I report it?",PAYMENT,payment_issue
BIQC,"i cant remember my password, can i recover it?",ACCOUNT,recover_password
BIPLQ,where could i report an issue making a payment?,PAYMENT,payment_issue
BIL,where do I inform of an issue paying?,PAYMENT,payment_issue
BLQ,I want to inform of a problem with my payment,PAYMENT,payment_issue
BMLQ,I want to check my shipments,ORDER,track_order
BILC,"I have an issue when trying to pay, how can I inform of it?",PAYMENT,payment_issue
BPLQD,"please, ask an agent to show me their payment methods",PAYMENT,check_payment_methods
BS,I need information about changing my order,ORDER,change_order
BZ,I want to make a chahge inmy order,ORDER,change_order
BPL,"please, i want to know how to download a bill",INVOICES,get_invoice
BILC,"I'm discontent with the service, how can I lodge a complaint?",FEEDBACK,complaint
BSLQC,"i want a user account, i need help creating one",ACCOUNT,create_account
BLQC,"ive got no account, help me register",ACCOUNT,create_account
BILC,"I want to inform of a problem paying, what do I have to do?",PAYMENT,payment_issue
BILQ,can i remove my user account?,ACCOUNT,delete_account
BLQCZ,"I wanna track my package, tell me were I can do it",ORDER,track_order
BML,I want to report problems paying,PAYMENT,payment_issue
BMLQ,"I want to get some bills, can you show me some information?",INVOICES,get_invoice
BLQ,i wanna see the email of client service,CONTACT,contact_customer_service
BLQ,I want to know what the mail of Client Service is,CONTACT,contact_customer_service
BILWC,"my fucking account's been hacked, what can I do to recover it?",ACCOUNT,recover_password
BML,help me notify problems with my payment,PAYMENT,payment_issue
BILQ,how can I remove my profile?,ACCOUNT,delete_account
BL,tell me what the email address of Client Service is,CONTACT,contact_customer_service
BILQ,"i wanna download a bill, can you tell me how to do it?",INVOICES,get_invoice
BILCZ,"I acn't understand you, what can I do to talk to a human?",CONTACT,contact_human_agent
BSLQC,"I need information, I need help talking to Customer Support",CONTACT,contact_customer_service
BIPLC,"i changed my mind, how could i remove my account?",ACCOUNT,delete_account
BILQ,how can I view the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BIPLQDZ,"can u ask an agent how i ould call customer service, please?",CONTACT,contact_customer_service
BIPLEC,"I would like to obtain a refund, could you help me?",REFUNDS,get_refund
BILCZ,"my user account's been hacked , what can I do to recover it?",ACCOUNT,recover_password
BLQC,I have a problem when trying to pay for my order and I want to report it,PAYMENT,payment_issue
BILC,"you're not helping, what should I do to talk to a person?",CONTACT,contact_human_agent
BIQC,"the event was postponed, what should I do to get a refund?",REFUNDS,get_refund
BLQD,ask an agent where to inform of an issue paying,PAYMENT,payment_issue
BILQC,"I have an issue paying for my online order, what do I have to do to report it?",PAYMENT,payment_issue
BQD,ask an agent how i can leave a review for a service,FEEDBACK,review
BL,tell me if there's a newsletter I can receive,NEWSLETTER,newsletter_subscription
BILQC,"I want to modify the information on my profile, how can I do it?",ACCOUNT,edit_account
BIPMLD,"please, could you ask an agent where to report problems making a payment?",PAYMENT,payment_issue
BILC,"i want to view the status of my refund, what should i do?",REFUNDS,track_refund
BMLQWZ,I wsnt to know f I can create more than one fucking account with a single email,ACCOUNT,create_account
BML,i want to know if i can create more than one account with the same email,ACCOUNT,create_account
BILQC,"I got an error when I attempted to pay, but I was charged anyway, can I report it?",PAYMENT,payment_issue
BILC,"I need a user account, can you help me?",ACCOUNT,create_account
BILC,"I have a problem when trying to make a payment, what should I do to inform of it?",PAYMENT,payment_issue
BILC,"I'm discontent with the service, can I lodge a consumer complaint?",FEEDBACK,complaint
BL,how to obtain a refund,REFUNDS,get_refund
BILC,"I don't want my account, what should I do to cancel it?",ACCOUNT,delete_account
BIMLZ,can you tell me if I can craete more than one user account with a single email?,ACCOUNT,create_account
BIML,how can I see my invoice?,INVOICES,check_invoices
BILQC,"im not happy with the service, what do i have to do to submit a consumer complaint?",FEEDBACK,complaint
BLC,"I have an issue paying for my online order, report it",PAYMENT,payment_issue
BIQC,"I forgot my password, what should I do to recover it?",ACCOUNT,recover_password
BILQ,how can I switch to another account?,ACCOUNT,switch_account
BIL,what's the email address of the Customer Support?,CONTACT,contact_customer_service
BILC,"an error message pops when I try to pay for my online order, what can I do?",PAYMENT,payment_issue
BLCZ,"I don't understand you , speak with a human agent",CONTACT,contact_human_agent
BLC,"my user account's been hacked, get it back",ACCOUNT,recover_password
BILC,"I got an error message when I tried to make a payment, but my card was charged anyway, can you report it?",PAYMENT,payment_issue
BILC,"you aren't helping, what should I do to talk to a person?",CONTACT,contact_human_agent
BPLQCZ,"id like to use my other profile , switch them, please",ACCOUNT,switch_account
BIPLQD,"please, can u ask an agent how i could inform of a payment problem?",PAYMENT,payment_issue
BS,information about getting an invoice,INVOICES,get_invoice
BILC,"I have no account, how do I register?",ACCOUNT,create_account
BILQC,"I made a mistake, how can I change my purchase?",ORDER,change_order
BL,how to view your payment methods,PAYMENT,check_payment_methods
BIMLQ,where do I notify problems paying?,PAYMENT,payment_issue
BPLQWC,"the event was cancelled and i want to obtain a fucking reimbursement, please",REFUNDS,get_refund
BIMQC,"I want to check my invoice, what can I do?",INVOICES,check_invoices
BLQC,someone stole my account password and I want to retrieve it,ACCOUNT,recover_password
BILC,"someone stole my account password, can you help me?",ACCOUNT,recover_password
BLQ,I want to know if you have a newsletter I can receive,NEWSLETTER,newsletter_subscription
BILC,"you aren't helping, how do I speak with someone?",CONTACT,contact_human_agent
BL,how to see the delivery options,DELIVERY,delivery_options
BLQCZ,"I wantan account, open one",ACCOUNT,create_account
BIPMD,could you ask an agent how to get some invoices?,INVOICES,get_invoice
BILQ,how can I change to another profile?,ACCOUNT,switch_account
BI,is it possible to subscribe to the newsletter?,NEWSLETTER,newsletter_subscription
BI,can you find information about the delivery options?,DELIVERY,delivery_options
BILQD,can u ask an agent how to know where my package is?,ORDER,track_order
BLQC,"I got an error message when I tried to pay, but I was charged anyway, I need help reporting it",PAYMENT,payment_issue
BILQCZ,"I want a refumd, can I request one?",REFUNDS,get_refund
BIL,where do I file a consumer complaint?,FEEDBACK,complaint
BLQ,I want to know where I can download an invoice,INVOICES,get_invoice
BILC,"i want a user account, what should i do to create one?",ACCOUNT,create_account
