flags,utterance,category,intent
BILQCZ,"I want information , how can I speak with Client eSrvice?",CONTACT,contact_customer_service
BLC,I have no user account and I want to open one,ACCOUNT,create_account
BL,where to track my purchase,ORDER,track_order
BI,how long does it take for a ticket to arrive?,DELIVERY,delivery_period
BLQC,"i have an issue making a payment with card, report it",PAYMENT,payment_issue
BILQC,"i got an error message when i tried to pay, but i was charged anyway, how can i report it?",PAYMENT,payment_issue
BILC,"an error pops when I attempt to pay, what should I do?",PAYMENT,payment_issue
BILC,"I don't like the service, how do I make a complaint?",FEEDBACK,complaint
BLZ,tell me how to trac my delivery,ORDER,track_order
BILQC,"the game was postponed, how do I request a reimbursement?",REFUNDS,get_refund
BDW,ask an agent if I can place a fucking order,ORDER,place_order
B,I want to know how I can know where my order is,ORDER,track_order
BLQ,i wanna know how to modify my purchase,ORDER,change_order
BILQ,how can I solve a problem making a payment?,PAYMENT,payment_issue
BLQD,ask an agent how to remove my online account,ACCOUNT,delete_account
BPMLW,I'd like to inform of fucking problems paying,PAYMENT,payment_issue
BILQCZ,"I need information , can I send an email to Client Service?",CONTACT,contact_customer_service
BIL,where can I file a consumer complaint?,FEEDBACK,complaint
BILC,"I haven't got an online account, how can I open one?",ACCOUNT,create_account
BILQ,can u speak with a human?,CONTACT,contact_human_agent
BIMLZ,how can I get some bils?,INVOICES,get_invoice
BML,tell me where I can track my shipments,ORDER,track_order
BILQC,"the show was postponed, can I obtain a refund?",REFUNDS,get_refund
BILQ,can you tell me what the number to contact Customer Support is?,CONTACT,contact_customer_service
BIL,can you tell me if my order is on its way?,ORDER,track_order
BLQZ,i wsanna open an account,ACCOUNT,create_account
BIML,can I check my shipments?,ORDER,track_order
BSLQ,I need help canceling my user account,ACCOUNT,delete_account
BILQCZ,"i have a question , can u speak with customer service?",CONTACT,contact_customer_service
BIMLQD,can u ask an agent if I can see some bills?,INVOICES,get_invoice
BILQC,"i want to inform of a problem paying, what should i do?",PAYMENT,payment_issue
BMLDZ,ask an agent how to request some inovices,INVOICES,get_invoice
BILC,"I haven't got an online account, what should I do?",ACCOUNT,create_account
BILQC,"i have a problem paying for my online order, how can i report it?",PAYMENT,payment_issue
BILC,"I want to file a comment, what should I do?",FEEDBACK,review
BILC,"i want to inform of an issue with my payment, what do i have to do?",PAYMENT,payment_issue
