flags,utterance,category,intent
BILEQC,"u are not helping, what can i do to speak with a person?",CONTACT,contact_human_agent
BILC,"an error pops when i try to pay for my online order, what can i do?",PAYMENT,payment_issue
BLC,"I got an error when I tried to make a payment, but my card was charged anyway, notify it",PAYMENT,payment_issue
BL,how to notify an issue with my payment,PAYMENT,payment_issue
BLQ,"I want to request a bill, tell me where I can do it",INVOICES,get_invoice
BLQC,ive got no account and i wanna register,ACCOUNT,create_account
BIQ,where can i file a complaint for a service?,FEEDBACK,complaint
BML,tell me how soon I can expect my tickets to arrive,DELIVERY,delivery_period
BQ,i want to know if i can get an invoice,INVOICES,get_invoice
BILQC,"an error message pops when I try to pay with card, what do I have to do?",PAYMENT,payment_issue
BL,I want to know if I can register two profiles with the same email,ACCOUNT,create_account
BILC,"I've got no user account, what can I do to open one?",ACCOUNT,create_account
BILQC,"i bought something, what do i have to do to change my order?",ORDER,change_order
BILC,"I have a question, how do I talk to Customer Service?",CONTACT,contact_customer_service
BIPLWC,"I changed my mind, can you cancel my fucking online account, please?",ACCOUNT,delete_account
BPD,"please, ask an agent how i could contact customer service",CONTACT,contact_customer_service
BIPLQWC,"id like information, how can i contact fucking client service?",CONTACT,contact_customer_service
BIML,can you tell me how I can track my shipments?,ORDER,track_order
BILC,"I want an online account, can I create one?",ACCOUNT,create_account
BI,how can i check your payment methods?,PAYMENT,check_payment_methods
BIMSLC,"I lost my bill, what can I do to see it?",INVOICES,check_invoices
BILQC,"i wanna see the ticket delivery options, what do i have to do?",DELIVERY,delivery_options
BLCZ,"i have a question , call client service",CONTACT,contact_customer_service
BC,"I have a question, help me contact Customer Service",CONTACT,contact_customer_service
BILC,"I need information, what do I have to do to call Customer Service?",CONTACT,contact_customer_service
BIPMLQD,could u ask an agent how I can see some invoices?,INVOICES,get_invoice
BILC,"i need information, how do i speak with customer support?",CONTACT,contact_customer_service
BLQC,"I need information, help me talk to Customer Support",CONTACT,contact_customer_service
BI,can you tell me what the hours of Customer Service are?,CONTACT,contact_customer_service
BILQC,"I have a problem when trying to pay for my order, how do I report it?",PAYMENT,payment_issue
