flags,utterance,category,intent
BILC,"the event was cancelled, what do I have to do to obtain a refund?",REFUNDS,get_refund
BILQZ,how acn i see the status of my reimbursement?,REFUNDS,track_refund
BPLQWC,"i dont understand you and i wanna speak with a fucking human, please",CONTACT,contact_human_agent
BILQC,"I want information, what can I do to send an email to Customer Service?",CONTACT,contact_customer_service
BLQ,I want to know if i can download an invoice,INVOICES,get_invoice
BL,I want to know if I can register several online accounts with the same email address,ACCOUNT,create_account
BLQ,i wanna recover my account password,ACCOUNT,recover_password
BLQC,i bought an item and I wanna modify my order,ORDER,change_order
B,information about the delivery options,DELIVERY,delivery_options
BLQC,"I got an error message when I attempted to pay, but I was charged anyway, I need help informing of it",PAYMENT,payment_issue
BIZ,xan you tell me if there's a newsletter to keep me up-to-date?,NEWSLETTER,newsletter_subscription
BIQ,where do I report a payment issue?,PAYMENT,payment_issue
BIPLQWC,"i wanna view the fucking options for delivery, what can i do, please?",DELIVERY,delivery_options
BIL,where do I make changes to my shipping address?,SHIPPING,change_shipping_address
BILQCZ,"i dont understand you , how do  i contact a person?",CONTACT,contact_human_agent
BIMLQD,can u ask an agent how i can inform of payment issues?,PAYMENT,payment_issue
BLQC,i havent got an online account and i want to create one,ACCOUNT,create_account
BIMLQ,how can I view my bill?,INVOICES,check_invoices
BLQ,i wanna see the mail of the Client Service,CONTACT,contact_customer_service
BIPMLDW,"could you ask an agent how I can inform of fucking issues paying, please?",PAYMENT,payment_issue
BIPMLQZ,could you tell me if I can register more than one user account with a single email ?,ACCOUNT,create_account
BLZ,show me the free no of Customer Service,CONTACT,contact_customer_service
BILQC,"i have a problem paying for my online order, what should i do to report it?",PAYMENT,payment_issue
BSL,I need help editing my shipping address,SHIPPING,change_shipping_address
BIL,how do i solve a payment problem?,PAYMENT,payment_issue
BZ,I had regiwtration problems,ACCOUNT,registration_problems
BL,help me view your money back policy,REFUNDS,check_refund_policy
BIMLZ,how can I inform of issues making an payment?,PAYMENT,payment_issue
