flags,utterance,category,intent
BILCZ,"I got a error message when I attempted to pay, but my card was charged anyway, what should I do?",PAYMENT,payment_issue
BILQC,"the show was postponed, what should I do?",REFUNDS,get_refund
BIML,can you tell me how I can request some invoices?,INVOICES,get_invoice
BLC,"I have an issue when trying to make a payment with card, I need help reporting it",PAYMENT,payment_issue
BILC,"my user account's been hacked, what can I do?",ACCOUNT,recover_password
BIPLQD,"can u ask an agent to inform of an issue with my payment, please?",PAYMENT,payment_issue
BILQC,"my account was hacked, how do I get it back?",ACCOUNT,recover_password
BIPL,"could you show me information about the email address of the Client Service, please?",CONTACT,contact_customer_service
BILQC,"I got an error when I attempted to make a payment, but my card was charged anyway, can I notify it?",PAYMENT,payment_issue
BLQC,"I want to use my other online account, change them",ACCOUNT,switch_account
BILEQC,"u are not helping, can u contact someone?",CONTACT,contact_human_agent
BSLQC,"I lost my invoices, I need help seeing them",INVOICES,check_invoices
BML,help me download some bills,INVOICES,get_invoice
BILC,"an error pops when i try to pay for my online order, what should i do?",PAYMENT,payment_issue
BILCZ,"tne event was postponed, how do I obtain a reimbursement?",REFUNDS,get_refund
BLC,I have an issue paying for my online order and I want to report it,PAYMENT,payment_issue
BLC,"the event was postponed, help me request a refund",REFUNDS,get_refund
BIM,can you provide information about my invoice?,INVOICES,check_invoices
BLQC,"i dont want my online account, help me delete it",ACCOUNT,delete_account
BILC,"I want to view your payment methods, what should I do?",PAYMENT,check_payment_methods
BILQC,"I have a problem when trying to make a payment with card, can I notify it?",PAYMENT,payment_issue
BLC,the game was cancelled and I want to request a refund,REFUNDS,get_refund
BLQZ,I want to solve an problem with my payment,PAYMENT,payment_issue
BL,how to view your money back guarantee,REFUNDS,check_refund_policy
BILCZ,"I have no account, cann I register?",ACCOUNT,create_account
BML,I found an issue while creating a profile,ACCOUNT,registration_problems
BIPLQD,"please, could u ask an agent where i can receive a refund?",REFUNDS,get_refund
BLQC,"I want information, help me talk to Customer Support",CONTACT,contact_customer_service
BSC,"I lost my invoices, help me check them",INVOICES,check_invoices
BIL,where do I modify my shipping address?,SHIPPING,change_shipping_address
BSLQC,"i havent got a user account, i need help registering",ACCOUNT,create_account
BIPLEC,"I would like an online account, can you create one, please?",ACCOUNT,create_account
BLD,ask an agent how I can know where my shipment is,ORDER,track_order
BILEQCZ,"my online account has ben hacked, what can i do?",ACCOUNT,recover_password
