flags,utterance,category,intent
BILEC,"i am happy with the service, what can i do to submit an opinion?",FEEDBACK,review
BML,tell me how I can know where my packages are,ORDER,track_order
BILQ,can I view the ticket delivery options?,DELIVERY,delivery_options
BILQ,can you tell me the number of Customer Service?,CONTACT,contact_customer_service
BLC,the concert was cancelled and I want to get a refund,REFUNDS,get_refund
BIMSLQC,"I can't find my bill, what can I do to see it?",INVOICES,check_invoices
BILQ,how do I talk to a person?,CONTACT,contact_human_agent
BI,how do I change my order?,ORDER,change_order
BILC,"the game was cancelled, how do i get a refund?",REFUNDS,get_refund
BLQC,"i got an error when i tried to make a payment, but my card was charged anyway",PAYMENT,payment_issue
BIQZ,how can i check the cancellation fee ?,CANCELLATION_FEE,check_cancellation_fee
BILQC,"i got an error message when i attempted to pay, but i was charged anyway, can u inform of it?",PAYMENT,payment_issue
BLQD,ask an agent where to download an invoice,INVOICES,get_invoice
BILQ,how can I update my profile?,ACCOUNT,edit_account
BILC,"the show was cancelled, what should I do to obtain a reimbursement?",REFUNDS,get_refund
BQC,"I want to track my order, tell me where I can do it",ORDER,track_order
BILC,"you're not helping, what should I do to speak with a person?",CONTACT,contact_human_agent
BILQC,"my online account was hacked, can u get it back?",ACCOUNT,recover_password
BILQC,"i got an error message when i attempted to make a payment, but i was charged anyway, how do i notify it?",PAYMENT,payment_issue
BLQCZ,"I have no acount, help me open one",ACCOUNT,create_account
BILQC,"I ordered an item, what can I do to change my purchase?",ORDER,change_order
BILQCZ,"I got an error message when I attemnpted to pay, but I was charged anyway, how can I notify it?",PAYMENT,payment_issue
BLQD,ask an agent where i can view their reimbursement policy,REFUNDS,check_refund_policy
BIL,how can I request a reimbursement?,REFUNDS,get_refund
BMSC,"I didn't receive my invoice, check it",INVOICES,check_invoices
BILC,"the concert was cancelled, how do i request a reimbursement?",REFUNDS,get_refund
BIL,can I see the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BILQC,"i wanna solve a problem paying, can u help me?",PAYMENT,payment_issue
BILZ,what's the phone numner of Client Service?,CONTACT,contact_customer_service
BIPEQDW,"please, can you ask an agent if there is a fucking newsletter i can subscribe to?",NEWSLETTER,newsletter_subscription
