flags,utterance,category,intent
BILQCZ,"I have a problem making apayment with card, how can I notify it?",PAYMENT,payment_issue
BILC,"I want to view the delivery options, can you help me?",DELIVERY,delivery_options
BSLQC,"I want information, I need help contacting Client Service",CONTACT,contact_customer_service
BILC,"I can't understand you, what can I do to speak with a human?",CONTACT,contact_human_agent
BLD,ask an agent how to close my account,ACCOUNT,delete_account
BILQC,"I got an error message when I attempted to pay, but my card was charged anyway, what do I have to do to report it?",PAYMENT,payment_issue
BL,check my order,ORDER,track_order
BILC,"an error message pops when I attempt to pay for my order, can you help me?",PAYMENT,payment_issue
BILQ,can you tell me if i can create two profiles with the same email?,ACCOUNT,create_account
BMLQDW,ask an agent where I can notify fucking payment issues,PAYMENT,payment_issue
BIL,can i contact a human?,CONTACT,contact_human_agent
BLQZ,I want informnation about the mail of the Client Service,CONTACT,contact_customer_service
BL,tell me how I can track my delivery,ORDER,track_order
BL,where to lodge a complaint for a service,FEEDBACK,complaint
BL,check the status of my purchase,ORDER,track_order
BIPMLQD,"please, can u ask an agent how to download some invoices?",INVOICES,get_invoice
BSLQ,I need help seeing the options for ticket delivery,DELIVERY,delivery_options
BIPLD,"please, can you ask an agent where I can see the status of my refund?",REFUNDS,track_refund
BILQC,"I ordered something, what should i do to change my order?",ORDER,change_order
BILW,can you show me the fucking mail address of Client Service?,CONTACT,contact_customer_service
BILC,"I don't want my profile, can you remove it?",ACCOUNT,delete_account
BL,show me the email address of the Client Service,CONTACT,contact_customer_service
BILQC,"an error pops when I attempt to make a payment for my online order, what can I do?",PAYMENT,payment_issue
BIMLQ,can I create more than one profile with a single email?,ACCOUNT,create_account
BILQCZ,"i got an error message when i attempted to pay , but i was charged anyway, how can i notify it?",PAYMENT,payment_issue
BILQC,"you arent helping, what should i do to contact a human?",CONTACT,contact_human_agent
BILQ,can you tell me if i can register two profiles with a single email address?,ACCOUNT,create_account
BILC,"I want a reimbursement, can I get one?",REFUNDS,get_refund
BSL,i need help notifying a problem making a payment,PAYMENT,payment_issue
BPLD,"please, ask an agent how to lodge a complaint",FEEDBACK,complaint
BL,how to check the status of my purchase,ORDER,track_order
BIPLQWZ,"can u find information about the fucking mail address of the Customer Support , please?",CONTACT,contact_customer_service
BLZ,help me notifby a problem paying,PAYMENT,payment_issue
BIPLQD,"please, could u ask an agent if i could modify my order?",ORDER,change_order
BMQ,"I want to get some invoices, can you give me some information?",INVOICES,get_invoice
BIL,can i register two user accounts with the same email address?,ACCOUNT,create_account
BLQC,"I have an issue when trying to make a payment, notify it",PAYMENT,payment_issue
BIML,how do i inform of problems paying?,PAYMENT,payment_issue
BL,how to check the ticket delivery options,DELIVERY,delivery_options
BSL,I want to ask for information about changing my purchase,ORDER,change_order
