flags,utterance,category,intent
BILC,"i want to lodge a consumer complaint, what do i have to do?",FEEDBACK,complaint
BIL,can I download an invoice?,INVOICES,get_invoice
BILC,"I don't want my account, how can I close it?",ACCOUNT,delete_account
BIPD,could you ask an agent to check the options for delivery?,DELIVERY,delivery_options
BLC,"I don't want my online account, close it",ACCOUNT,delete_account
BLQCZ,"I have a problem paying , help me notify it",PAYMENT,payment_issue
BILC,"I got an error when I tried to pay, but I was charged anyway, how can I notify it?",PAYMENT,payment_issue
BMLQ,tell me if i can request some bills,INVOICES,get_invoice
BILQC,"i dont want my online account, what can i do to remove it?",ACCOUNT,delete_account
BILQ,can i register two profiles with a single email?,ACCOUNT,create_account
BIMLQD,can u ask an agent where i can inform of payment problems?,PAYMENT,payment_issue
BILQCZ,"i catn remember my account pasdword, what can i do to retrieve it?",ACCOUNT,recover_password
BPSLWC,"I didn't receive my fucking invoices and I want to view them, please",INVOICES,check_invoices
BIPLC,"I need information, could you call Client Service, please?",CONTACT,contact_customer_service
BSC,"you aren't helping, I need help contacting a human agent",CONTACT,contact_human_agent
BIPLD,"please, can you ask an agent how I can view the status of my refund?",REFUNDS,track_refund
BLC,"I have an issue when trying to pay with card, inform of it",PAYMENT,payment_issue
BILQD,can u ask an agent to reset my account password?,ACCOUNT,recover_password
BIL,when will I obtain a refund?,REFUNDS,get_refund
BC,you're not helping and I want to contact a human agent,CONTACT,contact_human_agent
BILQC,"I have a question, what can I do to send an email to Client Service?",CONTACT,contact_customer_service
BIPMLDW,"could you ask an agent about my fucking bill, please?",INVOICES,check_invoices
BPLC,my account's been hacked and I'd like to recover it,ACCOUNT,recover_password
BILQC,"im discontent with the service, what should i do to file a complaint?",FEEDBACK,complaint
BILC,"i want to solve an issue making a payment, what can i do?",PAYMENT,payment_issue
BIC,"my account was hacked, what should I do to recover it?",ACCOUNT,recover_password
BSL,I need help contacting someone,CONTACT,contact_human_agent
BILC,"I'm discontent with the service, can I make a consumer complaint?",FEEDBACK,complaint
BIPLQD,"please, could u ask an agent how i could notify an issue paying?",PAYMENT,payment_issue
BLD,ask an agent if I can track my delivery,ORDER,track_order
BL,I found problems while opening an account,ACCOUNT,registration_problems
BI,when will I get a refund?,REFUNDS,get_refund
BLC,"i have an issue paying for my online order, report it",PAYMENT,payment_issue
BILQC,"I have an issue when trying to make a payment with card, what can I do?",PAYMENT,payment_issue
BPLC,"you aren't helping and I want to contact someone, please",CONTACT,contact_human_agent
BILC,"I get an error message when I try to pay for my online order, what can I do?",PAYMENT,payment_issue
BIM,how can I track my orders?,ORDER,track_order
BIL,can you give me information about your refund policy?,REFUNDS,check_refund_policy
BILQ,can I register several accounts with a single email?,ACCOUNT,create_account
BLC,I'm happy with the service and I want to lodge an opinion,FEEDBACK,review
BILQZ,how do I talk to  a human agent?,CONTACT,contact_human_agent
BILQD,can u ask an agent if i can check my bills?,INVOICES,check_invoices
BILQC,"I purchased a product, what should I do to modify my purchase?",ORDER,change_order
BIPLDWZ,"please, could you ask an agent if I can delete my fukcing profile?",ACCOUNT,delete_account
BLQ,I want to know if I can create several online accounts with the same email,ACCOUNT,create_account
BLC,"I want a profile, create one",ACCOUNT,create_account
BILC,"I haven't got a user account, can I register?",ACCOUNT,create_account
BIMLQ,where can I report problems with my payment?,PAYMENT,payment_issue
BILQCZ,"i want to see my bills, wht can i do?",INVOICES,check_invoices
BIMSLZ,what can  you tell me about seeing some invoices?,INVOICES,get_invoice
BLZ,tell me if I can own more than ne user account,ACCOUNT,create_account
BILQC,"i want information, what do i have to do to call client service?",CONTACT,contact_customer_service
BI,is it possible to get an invoice?,INVOICES,get_invoice
BPLQWC,"someone stole my fucking account password and id like to reset it, please",ACCOUNT,recover_password
BIQC,"someone stole my password, what can i do to recover it?",ACCOUNT,recover_password
BMSL,I need information about seeing some bills,INVOICES,get_invoice
