flags,utterance,category,intent
BI,where do i file a complaint for a service?,FEEDBACK,complaint
BIMSC,"i didn't receive my invoice, how can i check it?",INVOICES,check_invoices
BIPLQD,"please, could u ask an agent where i can see my invoices?",INVOICES,check_invoices
BLZ,I had problems while poening an account,ACCOUNT,registration_problems
BIMLQ,can I notify problems paying?,PAYMENT,payment_issue
BMLQ,I want to know how to obtain some invoices,INVOICES,get_invoice
BSLC,"I can't find my invoices, I need help viewing them",INVOICES,check_invoices
BSLC,"i didn't receive my invoices, help me view them",INVOICES,check_invoices
BPLC,"the show was cancelled and I'd like to get a refund, please",REFUNDS,get_refund
BILQ,can I make a complaint for a service?,FEEDBACK,complaint
BIL,where do I change my purchase?,ORDER,change_order
BILC,"I got an error message when I tried to pay, but I was charged anyway, can I notify it?",PAYMENT,payment_issue
BILC,"I haven't got a profile, can I create one?",ACCOUNT,create_account
BIPLDW,"could you ask an agent if I can notify a fucking payment problem, please?",PAYMENT,payment_issue
BLQZ,I wanna  know how to obtain an invoice,INVOICES,get_invoice
B,I want to know where I can change my order,ORDER,change_order
BIPLDZ,"please, could you ask an agent to get a reimbusement?",REFUNDS,get_refund
BILC,"I forgot my account password, how do I retrieve it?",ACCOUNT,recover_password
BIMLQD,can u ask an agent if i can see the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BILQC,"I have an issue making a payment with card, how do I inform of it?",PAYMENT,payment_issue
BILQC,"I have a problem paying for my order, how can I report it?",PAYMENT,payment_issue
BIC,"I want to solve a payment issue, can you help me?",PAYMENT,payment_issue
BIQC,"I get an error when I try to pay, what can I do?",PAYMENT,payment_issue
BIPLDWZ,"please, can you ask an agent how to xwitch to another fucking user accoun?",ACCOUNT,switch_account
BIMLQ,can I notify issues paying?,PAYMENT,payment_issue
BLZ,i want to know if i can register several acdcounts with a single email,ACCOUNT,create_account
BL,send an email to client service,CONTACT,contact_customer_service
BLQZ,I want to  contact a  human,CONTACT,contact_human_agent
BILQC,"I want to view my bills, what do I have to do?",INVOICES,check_invoices
BILQC,"the game was postponed, what do I have to do to get a reimbursement?",REFUNDS,get_refund
BILQC,"i want to obtain a refund, what do i have to do?",REFUNDS,get_refund
BQC,"i cant remember my password, help me recover it",ACCOUNT,recover_password
BIM,when will my tickets arrive?,DELIVERY,delivery_period
BIQCZ,"I want o set up my shipping address, what do I have to do?",SHIPPING,set_up_shipping_address
BLC,"my user account was hacked, get it back",ACCOUNT,recover_password
BILQCZ,"I want to notify an problem paying, what can I do?",PAYMENT,payment_issue
B,I need information about your refund policy,REFUNDS,check_refund_policy
BPLC,"I have an issue paying for my online order and I want to notify it, please",PAYMENT,payment_issue
BL,tell me where I can see an invoice,INVOICES,get_invoice
BILC,"I have an issue paying for my online order, how do I inform of it?",PAYMENT,payment_issue
BIPLQD,"please, could u ask an agent to create a profile?",ACCOUNT,create_account
BILQC,"I want to check your money back guarantee, what should I do?",REFUNDS,check_refund_policy
