flags,utterance,category,intent
BILQCZ,"ihave an issue making a payment, can i inform of it?",PAYMENT,payment_issue
BILQC,"I want to file a comment, what do I have to do?",FEEDBACK,review
BILC,"I want to check my bills, can you help me?",INVOICES,check_invoices
BML,registration issues,ACCOUNT,registration_problems
BSLC,"I don't like the service, I need help making a consumer complaint",FEEDBACK,complaint
BIPLQD,"please, could u ask an agent where i could lodge a complaint for a service?",FEEDBACK,complaint
BILQ,how can I see the delivery options?,DELIVERY,delivery_options
BILCZ,"I don't have anaccount, can I register?",ACCOUNT,create_account
BILQC,"i wanna request a reimbursement, can u help me?",REFUNDS,get_refund
BILC,"I can't understand you, how can I contact a human?",CONTACT,contact_human_agent
BPLD,ask an agent where i could notify an issue with my payment,PAYMENT,payment_issue
BISC,"I didn't receive my invoices, how do I check them?",INVOICES,check_invoices
BIML,where do i view my bill?,INVOICES,check_invoices
BILQCZ,"I forgot my password , what should I do to retrieve it?",ACCOUNT,recover_password
BILQC,"i cant understand you, can u talk to a human?",CONTACT,contact_human_agent
BILC,"I want to change my purchase, can you tell me how I can do it?",ORDER,change_order
BMLQ,I wanna know how I can see some invoices,INVOICES,get_invoice
BLD,ask an agent if I can check my shipment,ORDER,track_order
BIQC,"the transaction was declined, what do I have to do?",PAYMENT,payment_issue
BMLQZ,I want to know how I can download some invoiices,INVOICES,get_invoice
BL,where to see your refund policy,REFUNDS,check_refund_policy
BLC,I'm not happy with the service and I want to make a consumer complaint,FEEDBACK,complaint
BIPLQD,"please, can you ask an agent if i could see a bill?",INVOICES,get_invoice
BILC,"I don't want my user account, how can I cancel it?",ACCOUNT,delete_account
BIL,can I file a consumer complaint for a service?,FEEDBACK,complaint
BLC,my profile's been hacked and i want to get it back,ACCOUNT,recover_password
BIL,how do I view the status of my reimbursement?,REFUNDS,track_refund
BILC,"I don't understand you, how do I speak with someone?",CONTACT,contact_human_agent
BIL,can you show me the status of my order?,ORDER,track_order
BC,I have an issue paying and I want to report it,PAYMENT,payment_issue
BLC,"the event was postponed, request a refund",REFUNDS,get_refund
