flags,utterance,category,intent
B,I want to check your payment methods,PAYMENT,check_payment_methods
BLQC,I ordered something and I want to change my order,ORDER,change_order
BSEQCZ,"i dont have an accopunt , i need help creating one",ACCOUNT,create_account
BILC,"I have no online account, what do I have to do to create one?",ACCOUNT,create_account
BILQ,how do I see the status of my refund?,REFUNDS,track_refund
BLC,"I have a problem when trying to make a payment, notify it",PAYMENT,payment_issue
BILZ,can youshow me the email of the Client Service?,CONTACT,contact_customer_service
BILC,"I have no user account, what should I do to open one?",ACCOUNT,create_account
BILC,"I don't want my profile, what do I have to do to delete it?",ACCOUNT,delete_account
BL,how to close my account,ACCOUNT,delete_account
BIL,how do I talk to Customer Service?,CONTACT,contact_customer_service
BIL,can i report a problem making a payment?,PAYMENT,payment_issue
BILQ,can i receive a refund?,REFUNDS,get_refund
BILC,"I don't understand you, can I talk to a human?",CONTACT,contact_human_agent
BZ,help me recpver my apssword,ACCOUNT,recover_password
BILQC,"the event was postponed, what do I have to do to obtain a reimbursement?",REFUNDS,get_refund
BILQ,how can I notify an issue making a payment?,PAYMENT,payment_issue
BML,tell me how I can download some bills,INVOICES,get_invoice
BIMLZ,can I notify problems with my payment ?,PAYMENT,payment_issue
BILEQC,"i dont have an account, how do i open one?",ACCOUNT,create_account
BIMLQD,can u ask an agent about the cancellation penalties?,CANCELLATION_FEE,check_cancellation_fee
BPLC,"you aren't helping, help me speak with someone, please",CONTACT,contact_human_agent
BILQ,where can I remove my user account?,ACCOUNT,delete_account
BZ,I want tol leave a review for a service,FEEDBACK,review
BILC,"the transfer was declined, what do I have to do?",PAYMENT,payment_issue
BI,how do i change to another account?,ACCOUNT,switch_account
BLC,my account's been hacked and i want to recover it,ACCOUNT,recover_password
BILC,"I haven't got an account, how do I open one?",ACCOUNT,create_account
BIC,"I need an account, can I create one?",ACCOUNT,create_account
BILQC,"someone stole my account password, what can I do?",ACCOUNT,recover_password
BILQW,where can i obtain a fucking reimbursement?,REFUNDS,get_refund
BILQC,"i have no shipping address, can i set it up?",SHIPPING,set_up_shipping_address
BILC,"i changed my mind, can i cancel my user account?",ACCOUNT,delete_account
BILQC,"an error message pops when I try to make a payment for my online order, what do I have to do?",PAYMENT,payment_issue
BL,tell me where to see an invoice,INVOICES,get_invoice
BILQC,"the show was postponed, what do I have to do to obtain a reimbursement?",REFUNDS,get_refund
BL,help me recover my account password,ACCOUNT,recover_password
BPLQ,"please, I want to know if I could own more than one profile",ACCOUNT,create_account
BPLQW,"please, i want to know if i could create two fucking online accounts with the same email address",ACCOUNT,create_account
BILQC,"I have a problem paying with card, what should I do?",PAYMENT,payment_issue
BSLQ,I want information about modifying my purchase,ORDER,change_order
BIMLQZ,how can I view the cancellation penalties ?,CANCELLATION_FEE,check_cancellation_fee
