flags,utterance,category,intent
BI,how soon can i expect my ticket?,DELIVERY,delivery_period
BILC,"I want to reset my password, what can I do?",ACCOUNT,recover_password
BLDZ,ask an agent where i can logde a complaint for a service,FEEDBACK,complaint
BIPLQC,"i have an issue when trying to pay for my online order, could u inform of it, please?",PAYMENT,payment_issue
BIPQWCZ,"id like an fucking refund , how do i get one?",REFUNDS,get_refund
BLC,"I want information, talk to Customer Support",CONTACT,contact_customer_service
BISLQC,"i can't find my bills, how do i see them?",INVOICES,check_invoices
BSLQC,"I bought a product, I need help changing my purchase",ORDER,change_order
BC,I have an issue paying with card and I want to report it,PAYMENT,payment_issue
BL,help me contact Client Service,CONTACT,contact_customer_service
BIQC,"I got an error when I tried to pay, but my card was charged anyway, what do I have to do to report it?",PAYMENT,payment_issue
BILEQC,"i dont have an online account, what can i do?",ACCOUNT,create_account
BILCZ,"I watn to solve a problem paying, what should I do?",PAYMENT,payment_issue
B,tell me if there is any human agent available,CONTACT,contact_human_agent
BIPLD,"please, could you ask an agent how I can lodge a complaint for a service?",FEEDBACK,complaint
BILQC,"an error pops when I attempt to make a payment for my order, what do I have to do?",PAYMENT,payment_issue
BL,tell me what the mail to contact Customer Support is,CONTACT,contact_customer_service
BML,tell me if I can create more than one online account with the same email,ACCOUNT,create_account
BILQC,"i got an error message when i attempted to pay, but my card was charged anyway, what can i do to notify it?",PAYMENT,payment_issue
BILC,"I got an error when I attempted to make a payment, but I was charged anyway, how can I inform of it?",PAYMENT,payment_issue
BLCZ,"I don't  want my user account, cancelit",ACCOUNT,delete_account
BIPC,"I want an account, could you help me?",ACCOUNT,create_account
BSLQZ,i need help seeing an invboice,INVOICES,get_invoice
B,I want information about the email address of the Customer Service,CONTACT,contact_customer_service
BILC,"I want to submit a comment, can you help me?",FEEDBACK,review
BLQ,an error message pops when i attempt to make a payment with card,PAYMENT,payment_issue
BIQC,"i want to delete my account, where can i do it?",ACCOUNT,delete_account
BILQCZ,"i havent got an online account, what do i have tto do to register?",ACCOUNT,create_account
BILCZ,"I want to know the status fo my reimbursement , what should I do to track it?",REFUNDS,track_refund
BILQC,"i dont want my user account, what do i have to do to delete it?",ACCOUNT,delete_account
BLC,"someone stole my password, retrieve it",ACCOUNT,recover_password
BISLQC,"I lost my bills, how do I see them?",INVOICES,check_invoices
BLC,"I don't have an online account, create one",ACCOUNT,create_account
BLC,I don't have a user account and I want to open one,ACCOUNT,create_account
BIPMLD,"can you ask an agent where I can see my invoice, please?",INVOICES,check_invoices
BMSL,I need help reporting issues paying,PAYMENT,payment_issue
BD,ask an agent if i can check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BILQC,"the show was postponed, what should I do to get a refund?",REFUNDS,get_refund
BIPLC,"you're not helping, can I contact a human, please?",CONTACT,contact_human_agent
BILC,"my account was hacked, what should I do to get it back?",ACCOUNT,recover_password
BILQ,how do I report a problem with my payment?,PAYMENT,payment_issue
BLC,"I have a problem paying, help me report it",PAYMENT,payment_issue
