flags,utterance,category,intent
BILQC,"my user account was hacked, can u help me?",ACCOUNT,recover_password
BILZ,acn I leave a comment for a service?,FEEDBACK,review
BIQC,"I forgot my password, can I recover it?",ACCOUNT,recover_password
BL,tell me if I can track my package,ORDER,track_order
BQ,show me the phone number to contact customer service,CONTACT,contact_customer_service
BILC,"I'm discontent with the service, what can I do to file a complaint?",FEEDBACK,complaint
BILQD,can u ask an agent if client service is available?,CONTACT,contact_customer_service
BILQC,"I want to recover my account password, what should I do?",ACCOUNT,recover_password
BIL,how do I make changes to the information on my profile?,ACCOUNT,edit_account
BILC,"I don't have an account, can you open one?",ACCOUNT,create_account
BSQ,i wanna know about changing my order,ORDER,change_order
BLQ,"i wanna get an invoice, can you show me some information?",INVOICES,get_invoice
BSLQ,I need help creating a profile,ACCOUNT,create_account
BPSLQ,"i need help receiving a refund, please",REFUNDS,get_refund
BILC,"I want a user account, what should I do to create one?",ACCOUNT,create_account
BILC,"I have a problem paying with card, what can I do to inform of it?",PAYMENT,payment_issue
BILQC,"I want to close my account, where can I do it?",ACCOUNT,delete_account
BILC,"i want an account, can i open one?",ACCOUNT,create_account
BILQC,"the event was cancelled, what should I do to request a refund?",REFUNDS,get_refund
BIL,where can I see the status of my purchase?,ORDER,track_order
BILQC,"i changed my mind, how can i delete my profile?",ACCOUNT,delete_account
BILQC,"im happy with the service, can u make an opinion?",FEEDBACK,review
BIMLQ,can I create more than one user account with a single email address?,ACCOUNT,create_account
BLC,"I've got no user account, help me create one",ACCOUNT,create_account
BLZ,na error message pops when i attempt to pay,PAYMENT,payment_issue
BISLC,"I didn't receive my bills, can you show them?",INVOICES,check_invoices
BLC,the event was postponed and i want to request a reimbursement,REFUNDS,get_refund
BLC,"I want an online account, help me open one",ACCOUNT,create_account
BIQ,can i set up my shipping address?,SHIPPING,set_up_shipping_address
BL,I want to know if i can check my delivery,ORDER,track_order
BLCZ,I'm happy with the service and I want to submit an comment,FEEDBACK,review
BLC,"the concert was postponed, help me obtain a refund",REFUNDS,get_refund
BIL,can I view the options for delivery?,DELIVERY,delivery_options
BILC,"I'm happy with the service, how do I file an opinion?",FEEDBACK,review
BIDC,"i made a mistake, can you ask an agent to change my order?",ORDER,change_order
BILCZ,"I want to use my otheruser account , what should I do to switch them?",ACCOUNT,switch_account
BPQCZ,"Id like to track my order, tell me where I can od it, please",ORDER,track_order
BIL,where do I report an issue paying?,PAYMENT,payment_issue
BIPLDZ,"please, can you ask an agent how I can make an complaint?",FEEDBACK,complaint
BSLQZ,I need helpnotifying a payment problem,PAYMENT,payment_issue
BILQC,"I want information, how can I contact Customer Support?",CONTACT,contact_customer_service
BILQ,can I create several profiles with the same email?,ACCOUNT,create_account
BILC,"i have an issue when trying to pay for my order, what do i have to do to notify it?",PAYMENT,payment_issue
BIPLD,could you ask an agent how I could delete my profile?,ACCOUNT,delete_account
B,I want to edit my profile,ACCOUNT,edit_account
BILQC,"i want to report a problem making a payment, what can i do?",PAYMENT,payment_issue
BPSLQ,"please, I'd like to request information about seeing a bill",INVOICES,get_invoice
BMSLC,"I didn't receive my bill, I need help viewing it",INVOICES,check_invoices
BML,I want to know where to track my packages,ORDER,track_order
BILQ,where do I view your money back policy?,REFUNDS,check_refund_policy
BSLCZ,"I want information,I need help sending an email to Customer Support",CONTACT,contact_customer_service
BI,how do i delete my account?,ACCOUNT,delete_account
BPMSLC,"i didn't receive my bill and i want to see it, please",INVOICES,check_invoices
BSLC,"my online account was hacked, and I need help getting it back",ACCOUNT,recover_password
BIMLQD,can you ask an agent if i can obtain some bills?,INVOICES,get_invoice
BILQ,how do I see the cancellation penalty?,CANCELLATION_FEE,check_cancellation_fee
BILQD,can u ask an agent where to track my shipment?,ORDER,track_order
B,I forgot my password,ACCOUNT,recover_password
BPL,"help me cancel my user account, please",ACCOUNT,delete_account
BLC,you're not helping and I want to speak with a human agent,CONTACT,contact_human_agent
BIPLDW,"please, could you ask an agent where to inform of a fucking issue paying?",PAYMENT,payment_issue
BIPLQDW,can u ask an agent if I could check my fucking order?,ORDER,track_order
BISL,what can you tell me about requesting a bill?,INVOICES,get_invoice
BIL,how do I check the cancellation penalty?,CANCELLATION_FEE,check_cancellation_fee
BILCZ,"I have a question , what do I have to do to call Customer Support?",CONTACT,contact_customer_service
BLQC,"I got an error message when I attempted to pay, but I was charged anyway, I need help reporting it",PAYMENT,payment_issue
BIQD,can you ask an agent if theres a newsletter to keep me up-to-date?,NEWSLETTER,newsletter_subscription
BILC,"i want information, what can i do to talk to client service?",CONTACT,contact_customer_service
BL,how to view my invoices,INVOICES,check_invoices
BLC,"I don't understand you, help me talk to a person",CONTACT,contact_human_agent
BILQ,where can I notify a problem making a payment?,PAYMENT,payment_issue
BILQC,"an error message pops when I attempt to make a payment for my order, what do I have to do?",PAYMENT,payment_issue
BLC,"my user account's been hacked, help me get it back",ACCOUNT,recover_password
BIPLQD,could u ask an agent how to switch to another profile?,ACCOUNT,switch_account
BILQC,"I got an error message when I attempted to make a payment, but my card was charged anyway, what should I do to notify it?",PAYMENT,payment_issue
BILC,"I got an error when I tried to make a payment, but my card was charged anyway, what do I have to do to inform of it?",PAYMENT,payment_issue
BILQC,"an error pops when I attempt to make a payment for my order, what should I do?",PAYMENT,payment_issue
BILQD,can u ask an agent to talk to client service?,CONTACT,contact_customer_service
BILC,"I want to make a review, what should I do?",FEEDBACK,review
BILQD,can u ask an agent what the free phone number to contact client service is?,CONTACT,contact_customer_service
BMSL,I need help informing of payment problems,PAYMENT,payment_issue
BLC,"i got an error when i attempted to pay, but my card was charged anyway, i need help reporting it",PAYMENT,payment_issue
BICZ,"I've got no account , what can I do?",ACCOUNT,create_account
BILQ,can you tell me the number of customer service?,CONTACT,contact_customer_service
BLC,"I can't understand you, help me speak with a human",CONTACT,contact_human_agent
BLQC,"I want to check my order, tell me how to do it",ORDER,track_order
BILQ,can I obtain a refund?,REFUNDS,get_refund
BIPLQWZ,where could I report a fucking paynent problem?,PAYMENT,payment_issue
BCZ,I'm intewrested kn your refund policy and I want to know about it,REFUNDS,check_refund_policy
BILQCZ,"i get an error message when i attempt to make a payment, can u helpme?",PAYMENT,payment_issue
BILQC,"I need a profile, what should I do?",ACCOUNT,create_account
BL,show me the status of my reimbursement,REFUNDS,track_refund
BIPLD,"please, could you ask an agent how to reset my account password?",ACCOUNT,recover_password
BILQC,"i bought something, what do i have to do to modify my order?",ORDER,change_order
BLC,"I can't understand you, help me speak with a human agent",CONTACT,contact_human_agent
BLC,"the show was cancelled, get a refund",REFUNDS,get_refund
BILZ,can you tell me the hours of Client Service ?,CONTACT,contact_customer_service
BLC,"the show was postponed, help me get a refund",REFUNDS,get_refund
BIL,can you show me information about your refund policy?,REFUNDS,check_refund_policy
BPLWC,I changed my mind and I'd like to close my fucking user account,ACCOUNT,delete_account
