flags,utterance,category,intent
BLQCZ,"I gt an error message when I tried to pay, but my card was charged anyway, inform of it",PAYMENT,payment_issue
BILC,"my online account's been hacked, can you help me?",ACCOUNT,recover_password
BIL,can you tell me the mail address of customer service?,CONTACT,contact_customer_service
BMLQ,I want to know if I can create more than one user account with a single email,ACCOUNT,create_account
BILQ,where do I check my order?,ORDER,track_order
BLC,"I don't understand you, help me talk to a human agent",CONTACT,contact_human_agent
BPLEQC,"I am happy with the service, lodge a comment, please",FEEDBACK,review
BILQZ,can  I create a user account?,ACCOUNT,create_account
BLQ,I want to know what the number to contact Customer Service is,CONTACT,contact_customer_service
BLQD,ask an agent where i can receive a refund,REFUNDS,get_refund
BIPLDW,"can you ask an agent how I can report a fucking problem with my payment, please?",PAYMENT,payment_issue
BD,ask an agent how i can solve an issue with my payment,PAYMENT,payment_issue
BIS,what information can you tell me about getting an invoice?,INVOICES,get_invoice
BL,I want information about the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee
BPLDW,"ask an agent to change to another fucking user account, please",ACCOUNT,switch_account
BIQC,"I have an issue paying, can I report it?",PAYMENT,payment_issue
BLC,"I have a problem paying with card, notify it",PAYMENT,payment_issue
BLC,"I got an error message when I attempted to make a payment, but I was charged anyway and I want to report it",PAYMENT,payment_issue
BSLCZ,"i can't find my bbills, show them",INVOICES,check_invoices
BMLQ,I want to know if I can register more than one online account with a single email,ACCOUNT,create_account
BILC,"I'm happy with the service, can you submit a review?",FEEDBACK,review
BLCZ,"I'm not happy with the service , help me submit a complaint",FEEDBACK,complaint
BILC,"I want to lodge a review for a service, what should I do?",FEEDBACK,review
BILQ,can u show me the email address of customer support?,CONTACT,contact_customer_service
BILQC,"i want to make a comment, what can i do?",FEEDBACK,review
BMLQD,ask an agent if i can see the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee
BC,"I want to track my order, tell me how I can do it",ORDER,track_order
BLQC,the concert was cancelled and i wanna obtain a refund,REFUNDS,get_refund
BIPLQD,"please, could u ask an agent how i can open a user account?",ACCOUNT,create_account
BL,I want to make changes to my profile,ACCOUNT,edit_account
BI,how do I create an account?,ACCOUNT,create_account
BLQC,"I need information, speak with Customer Service",CONTACT,contact_customer_service
BMSLQ,I want to request information about seeing some bills,INVOICES,get_invoice
BIL,can you tell me if there's a newsletter I can receive?,NEWSLETTER,newsletter_subscription
BLQ,I want to view your payment methods,PAYMENT,check_payment_methods
BIPLW,"can you show me the fucking mail address of Customer Support, please?",CONTACT,contact_customer_service
BLQC,I purchased a product and I want to change my order,ORDER,change_order
BL,where to check your money back guarantee,REFUNDS,check_refund_policy
BLQD,ask an agent if i can see the status of my purchase,ORDER,track_order
BIPLQC,"I purchased a product, how may I modify my purchase?",ORDER,change_order
BIPMLQD,"please, can u ask an agent where i could report payment problems?",PAYMENT,payment_issue
BIC,"I don't have an account, what should I do?",ACCOUNT,create_account
BILQC,"I want an online account, can I open one?",ACCOUNT,create_account
BML,help me solve problems with my payment,PAYMENT,payment_issue
BILQC,"i wanna check the status of my purchase, what should i do?",ORDER,track_order
BIQDZ,can u ask an agent how to contact customerservice?,CONTACT,contact_customer_service
BILC,"I have a problem when trying to pay for my order, can you report it?",PAYMENT,payment_issue
BILQD,can u ask an agent to send me a bill?,INVOICES,get_invoice
BIPLQWC,"i bought a product, can i change my fucking purchase, please?",ORDER,change_order
BILQ,can I register several accounts with a single email address?,ACCOUNT,create_account
BIQC,"i cant pay, what do i have to do?",PAYMENT,payment_issue
BMSLQZ,Ineed help viewing the canclelation penalties,CANCELLATION_FEE,check_cancellation_fee
BIPMLQD,"can u ask an agent to give me information about my bill, please?",INVOICES,check_invoices
BL,how to track my shipment,ORDER,track_order
BML,I want to notify issues paying,PAYMENT,payment_issue
BL,tell me if I can create two online accounts with a single email address,ACCOUNT,create_account
BIPLQD,"can u ask an agent if i could make a payment with Amex, please?",PAYMENT,check_payment_methods
BSLC,"I forgot my account password, I need help resetting it",ACCOUNT,recover_password
BMLQ,I want to know how to know where my shipments are,ORDER,track_order
BILC,"I want to cancel a purchase, what do I have to do?",ORDER,cancel_order
BI,can I contact a human agent?,CONTACT,contact_human_agent
BILC,"the concert was postponed, what do i have to do?",REFUNDS,get_refund
BL,tell me what the number to contact Customer Service is,CONTACT,contact_customer_service
BPD,"please, ask an agent if i can file a complaint",FEEDBACK,complaint
BLCZ,"I don't like the service , submit a consumer complaint",FEEDBACK,complaint
BIL,can I register several user accounts with a single email?,ACCOUNT,create_account
BIPLCZ,"I'd like to view your reufnd policy, what should I do, pleae?",REFUNDS,check_refund_policy
BILQ,how can i make an order?,ORDER,place_order
BIMLZ,can i notify issues making a payment ?,PAYMENT,payment_issue
BIPMLQDW,could you ask an agent if i could request some fucking invoices?,INVOICES,get_invoice
BL,tell me if I can track my delivery,ORDER,track_order
BPSLQ,"please, Id like to get information about seeing an invoice",INVOICES,get_invoice
BILC,"you aren't helping, can you speak with a human agent?",CONTACT,contact_human_agent
BIMSLQC,"I lost my bill, what should I do to check it?",INVOICES,check_invoices
BLC,"you're not helping, contact a human",CONTACT,contact_human_agent
BIL,can you give me information about your money back policy?,REFUNDS,check_refund_policy
BILC,"I get an error message when I attempt to make a payment for my order, what can I do?",PAYMENT,payment_issue
BILQZ,how can I inform of an issue aking a payment?,PAYMENT,payment_issue
