flags,utterance,category,intent
BLCZ,"the event was cancelled , help me request a reimbursement",REFUNDS,get_refund
BILQD,can u ask an agent where I can track my package?,ORDER,track_order
BMLQZ,i wanna know if i can register more than oneuser account with the same email,ACCOUNT,create_account
BLZ,holw to see an invoice,INVOICES,get_invoice
BILC,"I have an issue when trying to pay for my online order, what can I do?",PAYMENT,payment_issue
BILC,"I have an issue paying for my online order, how do I notify it?",PAYMENT,payment_issue
BILC,"I have an issue when trying to pay with card, what can I do to notify it?",PAYMENT,payment_issue
BIPLC,"I'd like a refund, can I obtain one?",REFUNDS,get_refund
BILQC,"I got an error message when I tried to make a payment, but I was charged anyway, what can I do to report it?",PAYMENT,payment_issue
BILC,"you're not helping, can I speak with a person?",CONTACT,contact_human_agent
BLQ,I want information about the mail of the Customer Service,CONTACT,contact_customer_service
BIC,"I'm happy with the service, can you file a review?",FEEDBACK,review
BILZ,can I wolve an issue paying?,PAYMENT,payment_issue
BISLQD,can u ask an agent for information about modifying my purchase?,ORDER,change_order
BSL,i need help switching to another user account,ACCOUNT,switch_account
BLQCZ,i bought slmething and I want to change my order,ORDER,change_order
BI,what's the email address to contact Customer Service?,CONTACT,contact_customer_service
BILQ,can I inform of an issue with my payment?,PAYMENT,payment_issue
BIQC,"I have an issue paying, what can I do?",PAYMENT,payment_issue
BILQ,can u show me the status of my refund?,REFUNDS,track_refund
BILC,"I don't like the service, what should I do to submit a complaint?",FEEDBACK,complaint
BPLEQC,"u are not helping, talk to a human, please",CONTACT,contact_human_agent
BILC,"an error pops when I try to pay, what can I do?",PAYMENT,payment_issue
BILC,"I got an error message when I tried to make a payment, but I was charged anyway, what do I have to do to inform of it?",PAYMENT,payment_issue
BILQC,"I want to check your money back policy, what should I do?",REFUNDS,check_refund_policy
BSL,I need help notifying an issue paying,PAYMENT,payment_issue
BIML,where do I report issues paying?,PAYMENT,payment_issue
BICZ,"you're not helping, what can I do to contact a human agent ?",CONTACT,contact_human_agent
BILC,"i get an error when i attempt to make a payment with card, what do i have to do?",PAYMENT,payment_issue
BIPLC,"someone stole my account password, could you retrieve it?",ACCOUNT,recover_password
BILQC,"I want information, what do I have to do to contact Client Service?",CONTACT,contact_customer_service
BIL,can I make a complaint?,FEEDBACK,complaint
BILQ,how can I report a problem with my payment?,PAYMENT,payment_issue
BL,I want to know where I can track my shipment,ORDER,track_order
BILQC,"i get an error message when i attempt to make a payment for my online order, what should i do?",PAYMENT,payment_issue
BL,I want a user account,ACCOUNT,create_account
