flags,utterance,category,intent
BL,help me update my profile,ACCOUNT,edit_account
BILQW,can u give me information about your fucking money back guarantee?,REFUNDS,check_refund_policy
BILQC,"I have a question, what should I do to talk to Customer Support?",CONTACT,contact_customer_service
BSLC,"i changed my mind, i need help closing my account",ACCOUNT,delete_account
BIL,how can I check the status of my purchase?,ORDER,track_order
BLCZ,"k have an problem when trying to pay for my online order, i need help informing of it",PAYMENT,payment_issue
BLQ,"I wanna request an invoice, tell me how I can do it",INVOICES,get_invoice
BC,"I don't know anything about your refund policy, tell me about it",REFUNDS,check_refund_policy
BILC,"I haven't got a user account, what do I have to do?",ACCOUNT,create_account
BILQC,"i changed my mind, how can i remove my account?",ACCOUNT,delete_account
BILC,"i have a question, can i speak with customer support?",CONTACT,contact_customer_service
BPLEC,"I'd like an online account and I would like to create one, please",ACCOUNT,create_account
BIPLQD,"could u ask an agent where i could inform of a problem paying, please?",PAYMENT,payment_issue
BILQCZ,"i have a question, can i talk to client service ?",CONTACT,contact_customer_service
BIC,"i have an issue paying, how do i report it?",PAYMENT,payment_issue
BLC,"I purchased a product, help me modify my order",ORDER,change_order
BLQDZ,ask an agent to track myreimbursement,REFUNDS,track_refund
BIPC,"I'd like an account, how do I create one?",ACCOUNT,create_account
BIMSLQ,what information can u tell me about seeing some invoices?,INVOICES,get_invoice
BILQC,"I want to view the status of my refund, what can I do?",REFUNDS,track_refund
BLQCZ,"I want to modify my order , tell me how to do it",ORDER,change_order
BLD,ask an agent how i can view their refund policy,REFUNDS,check_refund_policy
BLC,"I don't understand you, speak with a human",CONTACT,contact_human_agent
BIML,can you tell me how to know where my packages are?,ORDER,track_order
BILQC,"I got an error when I attempted to pay, but my card was charged anyway, what do I have to do to notify it?",PAYMENT,payment_issue
BLQD,ask an agent how to report an issue making a payment,PAYMENT,payment_issue
BLZ,I want to know where I can chedk my delivery,ORDER,track_order
BIL,how can I view the ticket delivery options?,DELIVERY,delivery_options
BILQC,"I want to create a user account, what do I have to do?",ACCOUNT,create_account
BILC,"I want to notify a problem paying, can you help me?",PAYMENT,payment_issue
BSLQZ,I need information about chanmgung my purchase,ORDER,change_order
BQ,"i wanna get an invoice, tell me where I can do it",INVOICES,get_invoice
BIQ,how can I know where my order is?,ORDER,track_order
BLQCZ,"i cant understand you , help me contact a person",CONTACT,contact_human_agent
BIL,how can i track my reimbursement?,REFUNDS,track_refund
BLQC,I want a user account and I want to create one,ACCOUNT,create_account
BILQZ,where can I view the options ofr ticket delivery?,DELIVERY,delivery_options
BILC,"the concert was cancelled, what do i have to do to get a refund?",REFUNDS,get_refund
BIL,how can i change to another user account?,ACCOUNT,switch_account
BILQC,"I have a problem when trying to pay for my order, can I report it?",PAYMENT,payment_issue
BIML,can you tell me where to check my packages?,ORDER,track_order
BILQ,can I notify an issue paying?,PAYMENT,payment_issue
BLC,I don't know anything about your money back policy and I want information about it,REFUNDS,check_refund_policy
BLQC,"I want to track my delivery, tell me where I can do it",ORDER,track_order
BILQC,"i need a refund, how can i obtain one?",REFUNDS,get_refund
BILC,"the payment didn't go through, what can I do?",PAYMENT,payment_issue
BILQC,"I got an error when I attempted to make a payment, but I was charged anyway, what do I have to do?",PAYMENT,payment_issue
BSLQZ,I want to get informmation about receiving the newsletter,NEWSLETTER,newsletter_subscription
BLC,"i got an error message when i tried to pay, but i was charged anyway and i want to report it",PAYMENT,payment_issue
BPQD,"ask an agent how to check the status of my order, please",ORDER,track_order
BILC,"I don't want my profile, what can I do to remove it?",ACCOUNT,delete_account
BIML,can you tell me how to track my shipments?,ORDER,track_order
B,i want to see the delivery period for my ticket,DELIVERY,delivery_period
BLC,"I don't like the service, submit a complaint",FEEDBACK,complaint
BILC,"an error message pops when I try to pay with card, what can I do?",PAYMENT,payment_issue
BICZ,"I fborgot my password, can you recover it?",ACCOUNT,recover_password
BIL,where can I report an issue making a payment?,PAYMENT,payment_issue
BISL,what information can you tell me about downloading a bill?,INVOICES,get_invoice
