flags,utterance,category,intent
BILEQC,"u are not helping, can u talk to a human agent?",CONTACT,contact_human_agent
BILC,"I have an issue when trying to make a payment with card, can I inform of it?",PAYMENT,payment_issue
BILCZ,"I've got no user account , what should I do to register?",ACCOUNT,create_account
BILQC,"I bought something, how do I modify my order?",ORDER,change_order
BLC,you aren't helping and I want to speak with a person,CONTACT,contact_human_agent
BILC,"I want an online account, what can I do?",ACCOUNT,create_account
BILC,"I have a problem when trying to pay for my online order, can I notify it?",PAYMENT,payment_issue
BMLQC,"I wanna track my packages, tell me how to do it",ORDER,track_order
BLZ,getr a  bill,INVOICES,get_invoice
BSLCZ,i didn't receive my bills amd i want to see them,INVOICES,check_invoices
BMQ,tell me if I can track my orders,ORDER,track_order
BIQC,"ive got no account, what can i do?",ACCOUNT,create_account
BILQC,"i wanna make a review for a service, can u help me?",FEEDBACK,review
BILC,"i purchased a product, what can I do to change my purchase?",ORDER,change_order
BMSLQ,I need help viewing my bill,INVOICES,check_invoices
BL,help me inform of a problem making a payment,PAYMENT,payment_issue
BILQCZ,"i got a error message when i tried to pazy, but my card was charged anyway, can u report it?",PAYMENT,payment_issue
BILQ,can u give me information about the email to contact Customer Support?,CONTACT,contact_customer_service
BIMSLQC,"I can't find my invoice, what should I do to see it?",INVOICES,check_invoices
BILCZ,"my online account was hacked, what an i do to recover it?",ACCOUNT,recover_password
BILC,"I want information, how do I call Customer Service?",CONTACT,contact_customer_service
BILCZ,"I want to lodge a rview, can you help me?",FEEDBACK,review
BIC,"I forgot my password, can you help me?",ACCOUNT,recover_password
BLQC,I ordered a product and I want to change my order,ORDER,change_order
BMSLC,"i can't find my invoice, view it",INVOICES,check_invoices
BLC,"I don't have an account, help me open one",ACCOUNT,create_account
BSL,information about changing my purchase,ORDER,change_order
BPLD,"ask an agent if I can view the cancellation penalty, please",CANCELLATION_FEE,check_cancellation_fee
BLQC,"I got an error when I tried to make a payment, but I was charged anyway, notify it",PAYMENT,payment_issue
BILQC,"I want to close my profile, where can I do it?",ACCOUNT,delete_account
BIPLD,"could you ask an agent to show me the ticket delivery options, please?",DELIVERY,delivery_options
BIPLWC,"I'd like a fucking online account, how could I open one?",ACCOUNT,create_account
BLC,I have an issue when trying to make a payment with card and I want to inform of it,PAYMENT,payment_issue
BMLQ,i wanna view the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee
BIQC,"I want to track my order, what do I have to do?",ORDER,track_order
