flags,utterance,category,intent
BILC,"I have an issue when trying to pay with card, can I notify it?",PAYMENT,payment_issue
BIMLQC,"i wanna see cancellation fees, what should i do?",CANCELLATION_FEE,check_cancellation_fee
BILQC,"i wanna see the status of my refund, what should i do?",REFUNDS,track_refund
BILQ,can I talk to someone?,CONTACT,contact_human_agent
BL,how to solve a payment problem,PAYMENT,payment_issue
BIPLQD,"can u ask an agent where i can see their payment options, please?",PAYMENT,check_payment_methods
BILCZ,"I bought a prodjct, can I change my purchase?",ORDER,change_order
BLQC,my online account was hacked and I want to recover it,ACCOUNT,recover_password
BL,i want to know if i can register two online accounts with the same email address,ACCOUNT,create_account
BILCZ,"I get an error message when I attempt to pay for my online order , can you help me?",PAYMENT,payment_issue
BL,where to make an order,ORDER,place_order
BL,help me obtain a reimbursement,REFUNDS,get_refund
BIML,is it possible to download some invoices?,INVOICES,get_invoice
BLD,ask an agent where to view their money back guarantee,REFUNDS,check_refund_policy
BI,can you show me information about the delivery period?,DELIVERY,delivery_period
BIL,where can I see the options for ticket delivery?,DELIVERY,delivery_options
BILQC,"i changed my mind, what do i have to do to cancel my profile?",ACCOUNT,delete_account
BILC,"I don't understand you, how can I contact a human?",CONTACT,contact_human_agent
BILC,"i want to view your payment options, what can i do?",PAYMENT,check_payment_methods
BIQZ,can u  show me the email address of customer service ?,CONTACT,contact_customer_service
BPMLQ,"tell me if i could check my shipments, please",ORDER,track_order
B,I'm interested in your refund policy,REFUNDS,check_refund_policy
BILQC,"I have a problem when trying to pay with card, how can I inform of it?",PAYMENT,payment_issue
BILC,"I changed my mind, how do I remove my user account?",ACCOUNT,delete_account
BILC,"I don't want my online account, how do I close it?",ACCOUNT,delete_account
BILC,"I want to notify an issue paying, what should I do?",PAYMENT,payment_issue
BILQC,"the concert was postponed, what can I do to get a reimbursement?",REFUNDS,get_refund
BLC,you aren't helping and I want to contact a human,CONTACT,contact_human_agent
BILQC,"i lost my account password, what do i have to do to retrieve it?",ACCOUNT,recover_password
BLQC,"I have a question, contact Customer Support",CONTACT,contact_customer_service
BILQ,where do I request a reimbursement?,REFUNDS,get_refund
BILQCZ,"I want to check my  delivery, can you tell me where to do it?",ORDER,track_order
BM,where to report payment issues,PAYMENT,payment_issue
BPLCZ,"you're not helping ane I want to talk to a human, please",CONTACT,contact_human_agent
BMSL,I need help solving issues making a payment,PAYMENT,payment_issue
BLQC,I have no shipping address and I want to set one up,SHIPPING,set_up_shipping_address
BLQC,I bought something and I want to change my order,ORDER,change_order
BLQC,"I have a problem paying, I need help notifying it",PAYMENT,payment_issue
BISLQC,"I can't find my bills, how do I view them?",INVOICES,check_invoices
BIMLQD,can u ask an agent to inform of issues paying?,PAYMENT,payment_issue
BI,can you check your refund policy?,REFUNDS,check_refund_policy
BIMLQZ,how do I report problems paying ?,PAYMENT,payment_issue
BMLQZ,I want to know if I can create more than one online account with an single email,ACCOUNT,create_account
B,I want to know if i can register two accounts with the same email,ACCOUNT,create_account
BSLQ,I wanna get information about obtaining a bill,INVOICES,get_invoice
BL,help me obtain a refund,REFUNDS,get_refund
BMQ,I want to know how I can get some invoices,INVOICES,get_invoice
BML,how to see my bill,INVOICES,check_invoices
BIPMLQD,"please, could u ask an agent if I could see some invoices?",INVOICES,get_invoice
BILCZ,"I forgot ym password, how can I reset it?",ACCOUNT,recover_password
BSL,i need help opening a user account,ACCOUNT,create_account
BL,show me the mail address of the Client Service,CONTACT,contact_customer_service
BLQ,i want to know what the mail to contact Customer Service is,CONTACT,contact_customer_service
BILC,"I have a problem when trying to pay, what can I do to inform of it?",PAYMENT,payment_issue
BILC,"I don't have a profile, how do I create one?",ACCOUNT,create_account
BPLQC,"I have an issue when trying to make a payment, I need help notifying it, please",PAYMENT,payment_issue
BM,tell me where to track my orders,ORDER,track_order
BILQ,where can I obtain a reimbursement?,REFUNDS,get_refund
BIML,how can I view the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BILQC,"i have no profile, can u help me?",ACCOUNT,create_account
BILCZ,"I don't want my user account, how do I cancel it ?",ACCOUNT,delete_account
BMSL,I need help checking my orders,ORDER,track_order
BL,I want to know what the mail address to contact Client Service is,CONTACT,contact_customer_service
BMSL,I want to request information about seeing some invoices,INVOICES,get_invoice
BLC,I can't remember my account password and I want to recover it,ACCOUNT,recover_password
BC,"you're not helping, contact a human agent",CONTACT,contact_human_agent
BIPQDW,could u ask an agent where to change my fucking order?,ORDER,change_order
